World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
301-400,UnitedStates,University of Colorado at Boulder,null,41.2,58.7,62.6,0,0
301-400,Chile,University of Concepcion,null,29.7,53.1,89.1,15.8,0
301-400,Greece,University of Crete,null,28,47.9,77.1,22.4,0
301-400,Germany,University of Giessen,null,22.6,59.5,73,15.8,0
301-400,Austria,University of Graz,null,33.2,63,80.1,0,0
301-400,Greece,University of Ioannina,null,33.6,63.7,91.1,0,0
301-400,Germany,University of Jena,null,39.7,58.7,70.7,0,0
301-400,Colombia,University of Los Andes (Colombia),null,23,52.5,85.4,22.4,0
301-400,Slovenia,University of Maribor,null,36.9,65,77,0,0
301-400,UnitedKingdom,University of Nottingham,null,32.6,55.2,73.9,15.8,0
301-400,UnitedStates,University of Oklahoma - Norman,null,27.1,55.2,65.2,15.8,0
301-400,France,University of Orleans,null,26.1,59,69.8,15.8,0
301-400,France,University of Poitiers,null,29.8,54.4,74.6,15.8,0
301-400,Canada,University of Quebec Montreal,null,25.1,58.7,86.6,15.8,0
301-400,UnitedStates,University of Rochester,null,28.7,55.5,64.9,15.8,0
301-400,France,University of Rouen,null,25.2,54.7,81.6,15.8,0
301-400,UnitedKingdom,University of Southampton,null,36.1,50.6,77.6,15.8,0
301-400,Germany,University of Stuttgart,null,42.3,55.7,69.8,0,0
301-400,Hungary,University of Szeged,null,35.6,47.6,69.1,15.8,0
301-400,Finland,University of Turku,null,29.4,52.8,74.3,15.8,0
301-400,Germany,University of Ulm,null,34.7,49.7,73.9,15.8,0
301-400,UnitedKingdom,University of York,null,27.6,50.9,74.9,22.4,0
301-400,Croatia,University of Zagreb,null,53.1,49.4,69.2,0,0
301-400,UnitedStates,Utah State University,null,25.1,73.9,79.5,0,0
301-400,Lithuania,Vilnius University,null,42.6,46.7,51,15.8,0
301-400,Poland,Warsaw University of Technology,null,36.6,52.5,57.4,15.8,0
301-400,Japan,Waseda University,null,41.5,59.2,57.6,0,0
301-400,UnitedStates,Washington University in St. Louis,null,28,51.7,56.8,22.4,0
301-400,China,Xiangtan University,null,35.8,68,52.4,0,0
301-400,Canada,York University,null,37.4,57.5,82.7,0,0
401-500,Poland,Adam Mickiewicz University,null,40.6,52.5,74.5,0,0
401-500,Romania,Alexandru Ioan Cuza University,null,40.6,50,63.7,0,0
401-500,China,Anhui University,null,37.2,64.8,33.3,0,0
401-500,UnitedStates,Binghamton University,null,22.9,43.5,60.6,27.4,0
401-500,UnitedStates,Boston University,null,27.7,47.3,61.1,22.4,0
401-500,Italy,Brescia University,null,28.3,64.1,70,0,0
401-500,Czech,Brno University of Technology,null,30.3,60.4,67.8,0,0
401-500,Egypt,Cairo University,null,31.3,62.3,81.8,0,0
401-500,China,Capital Normal University,null,41.2,52.8,49.5,0,0
401-500,Germany,Chemnitz University of Technology,null,36.2,59,68.5,0,0
401-500,China-Taiwan,China Medical University (Taichung),null,24.8,60.9,95.1,0,0
401-500,SouthKorea,Chung-Ang University,null,24.7,72.7,59.9,0,0
401-500,Mexico,CIMAT - Centro de Investigacion en Matematicas,null,24.1,49.4,69.2,22.4,0
401-500,UnitedStates,College of  William and Mary,null,34.1,60.2,78,0,0
401-500,Pakistan,COMSATS Institute of Information Technology (CIIT),null,43.6,49.4,78.2,0,0
401-500,UnitedStates,Dartmouth College,null,27.6,53.6,64.1,15.8,0
401-500,Netherlands,Delft University of Technology,null,34.6,54.4,82.4,0,0
401-500,UnitedStates,Duke University,null,35.8,60.6,68.2,0,0
401-500,Turkey,Fatih University,null,27.3,62.5,69.2,0,0
401-500,Brazil,Federal University of Rio Grande do Sul,null,24.5,52.5,69.9,15.8,0
401-500,UnitedStates,Florida State University,null,30.3,64.5,63.7,0,0
401-500,Austria,Graz University of Technology,null,38.4,52.2,80.9,0,0
401-500,China,Henan Normal University,null,44.8,53.3,33.7,0,0
401-500,India,Indian Institute of Technology Roorkee,null,26.8,68.6,49.2,0,0
401-500,SouthKorea,INHA University,null,28.7,62.7,77.2,0,0
401-500,China,Jiangnan University,null,29.6,67.4,51,0,0
401-500,China,Jiangsu Normal University,null,39.7,56,48.3,0,0
401-500,China-Taiwan,Kaohsiung Medical University,null,33.7,51.7,96.5,0,0
401-500,Germany,Karlsruhe Institute of Technology (KIT),null,41.7,52.2,67.8,0,0
401-500,Turkey,Kirikkale University,null,23.6,70.9,68.8,0,0
401-500,SouthKorea,Korea Advanced Institute of Science and Technology,null,42.3,49.7,64.8,0,0
401-500,SouthKorea,Kyungpook National University,null,37.3,55.7,62,0,0
401-500,UnitedKingdom,Loughborough University,null,28.1,61.8,79.7,0,0
401-500,Australia,Macquarie University,null,33.3,55.2,79.1,0,0
401-500,NewZealand,Massey University,null,22.3,53.6,69.2,15.8,0
401-500,Russia,Moscow Institute of Physics and Technology,null,45.8,53.9,47.7,0,0
401-500,China,Nanjing University of Aeronautics and Astronautics,null,41.6,57.2,48.4,0,0
401-500,China,Nanjing University of Information Science & Technology,null,33.3,62.5,43.8,0,0
401-500,China-Taiwan,National Tsing Hua University,null,32.9,45.2,63.7,15.8,0
401-500,Ireland,"National University of Ireland, Galway",null,34.6,56.5,89.8,0,0
401-500,China,Northeast Normal University,null,39.5,60.2,40.2,0,0
401-500,SouthAfrica,North-West University,null,28.4,62.1,68.3,0,0
401-500,UnitedStates,Oklahoma State University,null,29.3,67.6,56.9,0,0
401-500,Romania,Polytechnic University of Bucharest,null,40.3,52.2,61.3,0,0
401-500,UnitedKingdom,Queen Mary University of London,null,28.9,46.7,66.2,15.8,0
401-500,China,Shanxi Normal University,null,22.4,72.7,54.5,0,0
401-500,China,Shanxi University,null,37.4,57.5,43.4,0,0
401-500,China,Soochow University (China),null,47.7,52.2,43.3,0,0
401-500,UnitedKingdom,Swansea University,null,27.2,65.9,81.4,0,0
401-500,Germany,Technical University Freiberg,null,24.6,65.9,73.6,0,0
401-500,Australia,The University of Adelaide,null,31.1,60.9,76.4,0,0
401-500,China-HongKong,The University of Hong Kong,null,39,54.4,56.8,0,0
401-500,Australia,The University of Melbourne,null,34.3,57.2,76.9,0,0
401-500,UnitedStates,The University of Memphis,null,35.4,53.3,79.2,0,0
401-500,UnitedStates,The University of New Mexico - Albuquerque,null,25.3,52.8,66.6,15.8,0
401-500,UnitedStates,The University of Texas at Arlington,null,26.3,67.6,80.3,0,0
401-500,Japan,Tokyo University of Science,null,38.3,58,51,0,0
401-500,Germany,TU Dresden,null,38.3,54.1,74.2,0,0
401-500,UnitedStates,Tulane University,null,28.2,49.1,66.6,15.8,0
401-500,Brazil,UNESP,null,33.9,44.8,70.7,15.8,0
401-500,Norway,University of Agder,null,22.9,64.3,93.6,0,0
401-500,UnitedStates,University of Arkansas at Fayetteville,null,25.8,71.5,50.3,0,0
401-500,UnitedKingdom,University of Bath,null,34.5,55.2,77.8,0,0
401-500,Switzerland,University of Bern,null,25.6,51.7,77.2,15.8,0
401-500,UnitedStates,"University of California, Riverside",null,35.5,60.6,65.2,0,0
401-500,Spain,University of Cantabria,null,27.4,51.4,73.2,15.8,0
401-500,UnitedStates,University of Central Florida,null,35.5,58.7,73.9,0,0
401-500,UnitedStates,University of Delaware,null,33.3,61.1,71,0,0
401-500,Italy,University of Ferrara,null,25.1,66.1,64.7,0,0
401-500,France,University of Franche-Comte,null,32.5,60.9,74.1,0,0
401-500,UnitedStates,University of Houston,null,36.7,56.7,71.7,0,0
401-500,Serbia,University of Kragujevac,null,23.1,69.1,81.1,0,0
401-500,Spain,University of La Laguna,null,30.8,58,76.8,0,0
401-500,Italy,University of L'Aquila,null,29.4,62.7,69.1,0,0
401-500,Germany,University of Magdeburg,null,30.3,60.4,74.3,0,0
401-500,Germany,University of Mainz,null,26.9,47.9,69.6,15.8,0
401-500,Germany,University of Marburg,null,24.8,52.8,71.3,15.8,0
401-500,Morocco,University of Marrakech Cadi Ayyad,null,26.3,66.3,85.1,0,0
401-500,Italy,University of Messina,null,36.1,56.2,65.1,0,0
401-500,Germany,University of Munich,null,35.7,58.5,65.4,0,0
401-500,Serbia,University of Nis,null,42.7,53.3,66.3,0,0
401-500,UnitedStates,University of North Carolina at Charlotte,null,27.3,62.5,75.6,0,0
401-500,Germany,University of Potsdam,null,24.1,50.9,80.6,15.8,0
401-500,Slovenia,University of Primorska,null,35.6,53.1,78.8,0,0
401-500,Italy,University of Salerno,null,35.4,57.2,78.7,0,0
401-500,China,University of Science and Technology Beijing,null,28.2,67,47.4,0,0
401-500,UnitedStates,University of South Carolina - Columbia,null,33.4,59.2,66.3,0,0
401-500,UnitedKingdom,University of Strathclyde,null,30.7,58,83.1,0,0
401-500,UnitedKingdom,University of Sussex,null,23.8,68.9,80,0,0
401-500,UnitedStates,University of Tennessee - Knoxville,null,34.3,58.5,64.5,0,0
401-500,Uruguay,University of the Republic - Uruguay,null,25.6,48.5,77.2,15.8,0
401-500,SouthAfrica,University of the Witwatersrand,null,44.2,45.2,78.9,0,0
401-500,France,University of Tours,null,27.1,60.9,77,0,0
401-500,Australia,University of Wollongong,null,28,66.3,79.5,0,0
401-500,Spain,University of Zaragoza,null,41.7,51.4,69.3,0,0
401-500,UnitedStates,Virginia Polytechnic Institute and State University,null,36.5,57.2,62.3,0,0
401-500,Canada,Western University,null,36.5,56.2,76.4,0,0
401-500,Canada,Wilfrid Laurier University,null,22.2,65.2,88.1,0,0
401-500,Poland,Wroclaw University of Technology,null,35.1,59,59.8,0,0
401-500,China,Yantai University,null,26.7,65.2,62.5,0,0
physics,2018,,,,,,,
1,UnitedStates,Massachusetts Institute of Technology (MIT),378.7,90.9,72.2,77.9,100,100
2,UnitedStates,"University of California, Berkeley",356.2,92.6,73.5,80.9,91.4,82.6
3,UnitedStates,Stanford University,355,80.6,78.1,79,81.6,98.9
4,Japan,The University of Tokyo,354.8,100,58.9,70.8,95.2,86.6
5,UnitedStates,Princeton University,345.4,78.2,72.2,76.4,79.7,100
6,UnitedStates,University of Chicago,341.1,83.3,71.6,79.8,96.4,73.9
7,UnitedStates,Harvard University,336.7,89.1,70.8,83.9,81.6,78.3
8,UnitedStates,California Institute of Technology,307,85.7,74.8,83.7,65.8,64
9,UnitedKingdom,The University of Manchester,305.5,67,73.4,90,56.7,90.5
10,France,University of Paris-Sud (Paris 11),298.7,80,67.6,85.9,88.7,45.2
11,UnitedStates,"University of California, Santa Barbara",298,59.3,78.5,77.3,56.8,87.9
12,UnitedStates,University of Colorado at Boulder,297.6,60.6,67.6,74.8,58.5,95.9
13,UnitedKingdom,The University of Edinburgh,294.2,59.3,74.1,91.5,68.5,73.9
14,UnitedStates,University of Washington,282.8,56.7,75.8,78.7,56.1,78.3
15,UnitedStates,Cornell University,271.6,54.6,70.6,76.4,51.3,79.8
16,UnitedStates,University of Illinois at Urbana-Champaign,265.6,62.3,73,75.4,63,52.2
17,UnitedKingdom,University of Cambridge,255.1,88.5,69.5,86,80,0
18,Japan,Nagoya University,254.8,62.9,55.2,69.7,48.9,73.9
19,UnitedKingdom,University of Oxford,253.6,78,73,87.6,85,0
20,UnitedStates,Columbia University,250.5,55.8,78.5,81.8,57.2,42.6
21,Belgium,Universit? libre de Bruxelles (ULB),244.9,41.9,69,89.4,42.3,73.9
22,UnitedStates,"University of California, Irvine",242.9,51.6,70.1,81.9,52.5,52.2
23,Germany,University of Munich,242.1,56.3,75.4,86.7,61.1,32
24,UnitedStates,"University of Maryland, College Park",240.5,72.6,70.5,77.9,81.8,0
25,Japan,Kyoto University,239.5,76.9,55,67.5,62.2,32
26,France,Sorbonne University,239.3,81.1,63,87.5,77.7,0
27,UnitedStates,Johns Hopkins University,238.5,67.7,63.6,79.6,54.4,36.9
28,France,University Paris Diderot - Paris 7,237.8,73.2,73.2,90.2,73.3,0
29,Italy,Sapienza University of Rome,235.4,67.2,72.9,87.6,77.8,0
30,France,Universit? Grenoble Alpes,235.1,78.3,61.5,84.7,78.3,0
31,France,Ecole Normale Superieure - Paris,234.3,38.3,69.5,82.5,49.7,60.3
32,Australia,The Australian National University,232.2,55.5,67.5,86.8,39.7,52.2
33,UnitedKingdom,Imperial College London,230.1,70.7,69.1,86.1,73,0
34,UnitedStates,University of Pennsylvania,229.4,46.5,70.8,78.3,51.2,45.2
35,Switzerland,Swiss Federal Institute of Technology Zurich,227.3,69.5,68,86.6,72.5,0
36,China,Tsinghua University,226,86.1,58.7,60.2,69.2,0
37,China,University of Science and Technology of China,223.4,82.3,55.8,62.4,72.8,0
38,UnitedStates,Brown University,220.9,39.4,72.9,81.4,40.1,52.2
39,Sweden,Uppsala University,220.4,53.9,61,90.8,50.5,36.9
40,UnitedStates,University of Michigan-Ann Arbor,220.1,73.2,66.2,77.6,65.1,0
41,Switzerland,University of Geneva,219.3,59,74.1,93.2,67.5,0
41,UnitedKingdom,University College London,219.3,70.3,68.8,87.7,62.6,0
43,UnitedStates,The Ohio State University - Columbus,217.9,61.3,74.3,83.3,65.7,0
44,Russia,Moscow State University,217.1,81.5,54.8,75.5,65.7,0
45,Switzerland,Swiss Federal Institute of Technology Lausanne,216.8,62.6,70.6,86.6,66.3,0
46,Italy,University of Padua,216.4,62.4,74.1,90.4,61.8,0
47,UnitedStates,Yale University,215.4,54.7,76.3,85.3,67.3,0
48,China,Peking University,214.2,82.5,57.7,65.8,60.9,0
49,UnitedStates,University of Wisconsin - Madison,213,61.3,69,79.4,66.9,0
50,France,ESPCI ParisTech,212.6,30,75.4,71.2,40.8,52.2
51-75,France,Aix Marseille University,null,66.3,64.3,86.1,57.9,0
51-75,Spain,Autonomous University of Madrid,null,54.4,69,89.8,56.7,0
51-75,Germany,Heidelberg University,null,60.3,72.7,89.4,59.2,0
51-75,Germany,Karlsruhe Institute of Technology (KIT),null,59.3,61.9,83,62.6,0
51-75,UnitedStates,Michigan State University,null,50.8,67.6,83,64.3,0
51-75,UnitedStates,Northwestern University,null,54.4,74,73.7,51.3,0
51-75,UnitedStates,Purdue University - West Lafayette,null,57.1,65.5,73.5,57.1,0
51-75,UnitedKingdom,The University of Glasgow,null,47,72.1,91,59,0
51-75,UnitedStates,The University of Texas at Austin,null,65,68,76.3,55.6,0
51-75,UnitedKingdom,University of Birmingham,null,44.5,80.6,92.6,56.4,0
51-75,Italy,University of Bologna,null,57.2,71.1,90.3,60.8,0
51-75,Germany,University of Bonn,null,47.6,71.3,90.2,46.2,26.1
51-75,Canada,University of British Columbia,null,54.9,75.4,87.6,59.9,0
51-75,UnitedStates,"University of California, Los Angeles",null,65,65.5,79.9,65.5,0
51-75,Denmark,University of Copenhagen,null,52.7,79.8,93.9,51.6,0
51-75,Germany,University of Hamburg,null,53.5,73,87.3,60.2,0
51-75,Germany,University of Mainz,null,48.9,69.1,89.9,62.9,0
51-75,UnitedStates,"University of Minnesota, Twin Cities",null,53.5,72.7,78,56.3,0
51-75,Italy,University of Pisa,null,49.6,78.5,90.3,60.8,0
51-75,UnitedStates,University of Rochester,null,47,68.1,80.1,64.7,0
51-75,Italy,University of Roma - Tor Vergata,null,51.5,81.7,90.5,57.6,0
51-75,Canada,University of Toronto,null,59.9,77.8,85.2,52.5,0
51-75,Poland,University of Warsaw,null,54.3,79.4,87.1,46.5,0
51-75,Netherlands,Utrecht University,null,34.1,61,81.8,34.2,52.2
51-75,Israel,Weizmann Institute of Science,null,46.2,72.1,88.2,59.7,0
76-100,UnitedStates,Boston University,null,49.5,71,85,54.5,0
76-100,Czech,Charles University in Prague,null,51.8,64.5,90.1,55.5,0
76-100,France,Claude Bernard University Lyon 1,null,49.7,70,85.3,52.7,0
76-100,France,Ecole Polytechnique,null,52.5,64.5,85.9,57.9,0
76-100,France,Institut National Polytechnique de Grenoble,null,50.7,70.1,84.6,51.3,0
76-100,Singapore,National University of Singapore,null,63.9,60,78.8,50.8,0
76-100,Japan,Osaka University,null,71.9,50.2,64.8,56.7,0
76-100,UnitedStates,Pennsylvania State University - University Park,null,61.8,65.5,77.4,45.2,0
76-100,Netherlands,Radboud University Nijmegen,null,45.7,81.1,94,48.1,0
76-100,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,47.5,66.6,81.8,62.9,0
76-100,SouthKorea,Seoul National University,null,64.7,58.1,67.9,56.9,0
76-100,Germany,Technical University Munich,null,54.9,62.5,83,54.4,0
76-100,UnitedStates,Texas A&M University,null,54.3,63.4,83.2,56.5,0
76-100,China-HongKong,The Chinese University of Hong Kong,null,34.4,66.9,71.9,30.9,45.2
76-100,Japan,Tohoku University,null,74.5,49.2,63.5,54.6,0
76-100,UnitedKingdom,University of Bristol,null,48.4,67.8,87.9,54.5,0
76-100,UnitedStates,"University of California, Davis",null,47.8,75.4,81.6,52.8,0
76-100,UnitedStates,"University of California, San Diego",null,58.5,66.1,75.2,53.9,0
76-100,Italy,University of Genoa,null,43.1,75.7,91.6,54.9,0
76-100,UnitedKingdom,University of Liverpool,null,44.8,69.1,92.7,59.4,0
76-100,UnitedStates,University of Massachusetts Amherst,null,44.5,80,87,45.7,0
76-100,Italy,University of Milan,null,44.8,76,88.7,49.7,0
76-100,Italy,University of Naples Federico II,null,48.2,73.8,89.9,48.8,0
76-100,France,University of Savoy,null,40.6,77.9,93.5,50.9,0
76-100,UnitedStates,University of Tennessee - Knoxville,null,47.2,71.6,82.4,57.6,0
101-150,Spain,Autonomous University of Barcelona,null,47.7,65.4,88.8,49.8,0
101-150,UnitedStates,Carnegie Mellon University,null,41.8,72.6,80.9,50,0
101-150,UnitedStates,Duke University,null,44.9,70.8,79.3,52.1,0
101-150,UnitedStates,Florida State University,null,44.1,73.8,82.7,50.8,0
101-150,UnitedStates,Indiana University Bloomington,null,40.1,72.9,85.7,54.1,0
101-150,UnitedStates,Iowa State University,null,47.7,63.8,80.9,53.9,0
101-150,Sweden,KTH Royal Institute of Technology,null,58.1,58.1,89.6,45.1,0
101-150,Sweden,Lund University,null,48.1,69.6,89.6,45.9,0
101-150,Canada,McGill University,null,50,72.2,85.7,47,0
101-150,Canada,McMaster University,null,35.6,51.1,82.2,27.8,52.2
101-150,China,Nanjing University,null,72.3,54.2,60.6,47.5,0
101-150,Greece,National and Kapodistrian University of Athens,null,42.4,72.7,92,51.3,0
101-150,Russia,Novosibirsk State University,null,47.9,61.4,79.4,54.4,0
101-150,Italy,Politecnico di Bari,null,38.4,72.4,88.6,48.9,0
101-150,Canada,Queen's University,null,22,57.9,78.7,12.3,73.9
101-150,UnitedStates,Rice University,null,43.4,74.8,81.9,51.2,0
101-150,Germany,RWTH Aachen University,null,49.1,70.8,81.3,51.2,0
101-150,Italy,Scuola Normale Superiore - Pisa,null,40.7,69.3,91.3,52.7,0
101-150,China,Shanghai Jiao Tong University,null,67.8,55.2,63.1,45.4,0
101-150,Sweden,Stockholm University,null,47.5,74,93.6,45.4,0
101-150,UnitedStates,Stony Brook University,null,46.9,69.3,82.5,53.5,0
101-150,SouthKorea,Sungkyunkwan University,null,57,58.9,66.7,49.4,0
101-150,Germany,Technical University of Dortmund,null,38.8,70,90.8,51.5,0
101-150,Israel,Tel Aviv University,null,51.3,65.7,84.3,50,0
101-150,Australia,The University of Melbourne,null,46.2,72.4,84.9,45.2,0
101-150,Japan,Tokyo Institute of Technology,null,60.7,53.5,68.8,49.8,0
101-150,Germany,TU Dresden,null,52.6,60.8,82,51.3,0
101-150,France,Universite Clermont Auvergne,null,34.9,76.4,94.5,51.2,0
101-150,Netherlands,University of Amsterdam,null,45.9,72.7,93.1,42.8,0
101-150,UnitedStates,University of Arizona,null,62.1,63.2,82.3,45.7,0
101-150,Switzerland,University of Bern,null,41.2,76.4,93.7,41,0
101-150,UnitedStates,"University of California, Riverside",null,41.2,73.7,84,47.2,0
101-150,UnitedStates,"University of California, Santa Cruz",null,49.1,78.8,87.9,34.8,0
101-150,UnitedStates,University of Florida,null,49.4,69.1,80.3,49.4,0
101-150,Finland,University of Helsinki,null,44.9,76.1,90.6,43.9,0
101-150,Austria,University of Innsbruck,null,38.1,75.2,93.2,53.2,0
101-150,Portugal,University of Lisbon,null,55.7,58.5,87.2,45.9,0
