World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
51-75,China-Taiwan,National Taiwan University,null,59.6,42.1,63.9,50.7,NA
51-75,UnitedStates,Pennsylvania State University - University Park,null,55.6,55.3,69,46.5,NA
51-75,Spain,Pompeu Fabra University,null,37.6,76.9,82.7,40.1,NA
51-75,Germany,RWTH Aachen University,null,50.2,67.2,67.4,36,NA
51-75,UnitedStates,The University of Georgia,null,60.2,52.9,63.1,40.8,NA
51-75,UnitedStates,University of Chicago,null,44.1,64.5,73.3,39.9,NA
51-75,Finland,University of Helsinki,null,58.7,51.5,83.4,43.4,NA
51-75,UnitedStates,"University of Maryland, College Park",null,47.4,72.4,64.9,32.8,NA
51-75,UnitedStates,University of Southern California,null,46.1,62.4,72.6,43.8,NA
51-75,Sweden,Uppsala University,null,44.7,64.8,82.3,37.6,NA
51-75,UnitedStates,Yale University,null,47.4,65.3,72.7,43.1,NA
76-100,Spain,Autonomous University of Barcelona,null,55.2,47.4,67.6,41.2,NA
76-100,UnitedStates,Columbia University,null,47.2,55.1,79.6,43.1,NA
76-100,UnitedStates,Emory University,null,47.2,61.6,62.9,38.3,NA
76-100,Germany,Free University Berlin,null,49,58.6,72.4,36.2,NA
76-100,Germany,Humboldt University of Berlin,null,46.9,61.8,73.8,36,NA
76-100,China,Hunan University,null,41.2,61.3,34,45.9,NA
76-100,UnitedStates,Icahn School of Medicine at Mount Sinai,null,37.3,71,65.1,36.2,NA
76-100,UnitedKingdom,King's College London,null,40.5,63.2,81.9,38.5,NA
76-100,Japan,Kyoto University,null,67.9,40.9,47.2,38.3,NA
76-100,Sweden,Lund University,null,50.3,48.7,77.5,41,NA
76-100,Australia,Monash University,null,50.2,52.9,78.2,36.6,NA
76-100,China,Nanjing Agricultural University,null,65.4,47.8,44.7,36.4,NA
76-100,China-Taiwan,National Cheng Kung University,null,50.3,49.3,63.7,46.4,NA
76-100,UnitedStates,North Carolina State University - Raleigh,null,53.9,54,61.6,38.7,NA
76-100,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,55.1,56.6,69.5,36.8,NA
76-100,China,Southwest University,null,47.4,55.3,42.7,44.1,NA
76-100,China,Sun Yat-sen University,null,62.1,43.8,49.2,41.8,NA
76-100,Germany,Technical University Munich,null,58,49.7,67.6,39.7,NA
76-100,China,Tianjin University,null,57.3,46.5,42.7,47.4,NA
76-100,Spain,University of Barcelona,null,50.4,50.3,78.7,39.7,NA
76-100,Italy,University of Bologna,null,53.7,50.9,67.3,37,NA
76-100,UnitedStates,University of Massachusetts Medical School - Worcester,null,32.1,75.9,70,35.5,NA
76-100,UnitedStates,University of Virginia,null,28.8,92,62.6,25.3,NA
76-100,Netherlands,Utrecht University,null,50.4,58.6,79.1,36.4,NA
76-100,UnitedStates,Washington State University,null,54.8,51.5,66,42.9,NA
101-150,Denmark,Aarhus University,null,48.6,47.8,81.2,33.5,NA
101-150,France,Aix Marseille University,null,47,55,76.9,34.6,NA
101-150,UnitedStates,Boston University,null,34.1,68.2,71.8,31.6,NA
101-150,China,Central South University,null,51.3,46.9,49.7,36,NA
101-150,Sweden,Chalmers University of Technology,null,40.7,57.9,82.5,32.3,NA
101-150,Germany,Charite - Universitats Medizin Berlin,null,39.6,65.8,74.2,30.8,NA
101-150,China,Dalian University of Technology,null,50,49.9,46.7,41.8,NA
101-150,Netherlands,Delft University of Technology,null,45,49.5,74.3,37,NA
101-150,Netherlands,Erasmus University Rotterdam,null,38.8,56.2,82.6,32.1,NA
101-150,China,Huazhong Agricultural University,null,60.3,46.5,55.1,34.2,NA
101-150,China,Huazhong University of Science and Technology,null,50,49.7,50.3,39.5,NA
101-150,Sweden,KTH Royal Institute of Technology,null,34.1,73.1,80.1,25.9,NA
101-150,Netherlands,Leiden University,null,43.3,54.4,83,35.5,NA
101-150,Canada,McGill University,null,52.2,49.3,75.6,36.2,NA
101-150,China,Northwest A&F University,null,61.8,44,57.2,36.8,NA
101-150,UnitedStates,Northwestern University,null,47.5,57.3,63.9,34.2,NA
101-150,UnitedStates,Oregon Health and Science University,null,29.2,83.7,62.5,29.5,NA
101-150,UnitedStates,Oregon State University,null,39.7,67.9,69.5,25.6,NA
101-150,Japan,Osaka University,null,63.5,41.6,54.3,36,NA
101-150,France,Paul Sabatier University (Toulouse 3),null,46,48.2,73.5,35.3,NA
101-150,UnitedStates,Purdue University - West Lafayette,null,46.9,54.8,65.9,35.3,NA
101-150,China,Sichuan University,null,60.3,40.4,46.2,36.8,NA
101-150,Sweden,Stockholm University,null,29.3,78.1,77.9,24,NA
101-150,Israel,Tel Aviv University,null,50.6,48.4,74.3,36.6,NA
101-150,UnitedStates,Texas A&M University,null,53.2,49.7,61.4,38.5,NA
101-150,Australia,The University of Adelaide,null,40.7,61.4,72.9,30.6,NA
101-150,NewZealand,The University of Auckland,null,34.9,71.7,82,24,NA
101-150,China-HongKong,The University of Hong Kong,null,49.7,57.1,60,34.4,NA
101-150,UnitedKingdom,The University of Manchester,null,48.9,47.6,73.8,40.4,NA
101-150,Australia,The University of New South Wales,null,45.2,55.3,79.5,32.5,NA
101-150,UnitedStates,The University of Texas at Austin,null,40.4,65.6,58.7,31.3,NA
101-150,Australia,The University of Western Australia,null,37.6,63.1,82.3,26.8,NA
101-150,Japan,Tohoku University,null,55.7,42.4,55.6,39.1,NA
101-150,UnitedStates,University of Colorado at Boulder,null,30.7,76.5,58.6,31.1,NA
101-150,Switzerland,University of Geneva,null,34.4,66.7,85,32.5,NA
101-150,Netherlands,University of Groningen,null,47,51.7,82.2,32.8,NA
101-150,China,University of Jinan,null,41.6,62.9,26.3,45.3,NA
101-150,Switzerland,University of Lausanne,null,33.8,62.6,83.8,31.8,NA
101-150,UnitedStates,University of Missouri - Columbia,null,40.5,62.1,63.7,32.8,NA
101-150,France,University of Montpellier,null,46,47.2,81.3,36.4,NA
101-150,Germany,University of Munich,null,45.8,51.5,72.8,32.3,NA
101-150,Italy,University of Naples Federico II,null,52.1,47.4,67.1,33,NA
101-150,Austria,"University of Natural Resources and Life Sciences, Vienna",null,47.4,50.3,77.2,32.8,NA
101-150,UnitedStates,"University of Pittsburgh, Pittsburgh Campus",null,50.3,49.1,60.2,39.9,NA
101-150,Australia,University of Technology Sydney,null,36.6,54,91.6,39.5,NA
101-150,UnitedStates,University of Tennessee - Knoxville,null,42.7,67.2,56.5,32.3,NA
101-150,Germany,University of Tuebingen,null,41.2,52.9,76.1,37.4,NA
101-150,Switzerland,University of Zurich,null,42.6,54,85.8,37,NA
101-150,UnitedStates,Virginia Polytechnic Institute and State University,null,51.4,53.5,59.1,36.8,NA
101-150,China,Wuhan University,null,49.1,49.7,44.2,36.8,NA
151-200,Finland,Aalto University,null,34.5,53.6,81.3,34,NA
151-200,France,AgroParisTech,null,42.8,55,74.5,25.9,NA
151-200,UnitedStates,Arizona State University,null,41.9,49.5,73.1,36.8,NA
151-200,China,Beijing Forestry University,null,43.3,49.1,39.4,39.1,NA
151-200,China,Beijing University of Chemical Technology,null,43.4,48,49.5,38.9,NA
151-200,Germany,Bielefeld University,null,45.9,50.1,66.9,26.2,NA
151-200,UnitedStates,Brown University,null,31.7,65.9,59,26.2,NA
151-200,France,Claude Bernard University Lyon 1,null,41.7,44.7,78.8,34.4,NA
151-200,China,Fuzhou University,null,32.3,61.1,33.8,39.1,NA
151-200,UnitedStates,Indiana University Bloomington,null,28.7,67.5,67.7,26.5,NA
151-200,China,Jilin University,null,57.9,42.4,49.2,33.3,NA
151-200,SaudiArabia,King Saud University,null,58.7,33.2,90,26.5,NA
151-200,Japan,Kobe University,null,50.3,44.3,51.4,35.5,NA
151-200,China,Nankai University,null,46.1,48,51.9,38.9,NA
151-200,Mexico,National Autonomous University of Mexico,null,56.3,41.6,60.8,30.1,NA
151-200,UnitedStates,New York University,null,32.6,63.1,77.3,26.5,NA
151-200,UnitedKingdom,Newcastle University,null,36.9,51.9,82.4,30.3,NA
151-200,Netherlands,Radboud University Nijmegen,null,41.8,53.1,77.7,32.1,NA
151-200,France,Sorbonne University,null,40.7,51.7,77.7,34.6,NA
151-200,China,Southeast University,null,40.2,52.5,44.3,35.7,NA
151-200,SouthKorea,Sungkyunkwan University,null,45.9,45.6,59.1,31.8,NA
151-200,Sweden,Swedish University of Agricultural Sciences,null,41.8,51.5,81.2,25.9,NA
151-200,Switzerland,Swiss Federal Institute of Technology Lausanne,null,37,53.1,72.5,37.9,NA
151-200,Australia,The Australian National University,null,31.2,75.5,69.4,20.5,NA
151-200,UnitedKingdom,The University of Glasgow,null,34.9,60.3,85.7,27.9,NA
151-200,UnitedStates,The University of Texas Southwestern Medical Center at Dallas,null,28.8,71.6,68.9,25.6,NA
151-200,Germany,TU Dresden,null,41,53.6,69.5,29.3,NA
151-200,Canada,University of Alberta,null,50.4,48.7,70.3,29.8,NA
151-200,Netherlands,University of Amsterdam,null,40.4,52.7,77.2,29,NA
151-200,UnitedStates,University of Arizona,null,42.4,55.9,68.6,31.1,NA
151-200,Switzerland,University of Basel,null,36.3,52.9,80.9,30.6,NA
151-200,UnitedKingdom,University of Bristol,null,30.4,66.4,72.1,29.8,NA
151-200,UnitedStates,"University of California, Riverside",null,40.8,52.5,70.5,35.5,NA
151-200,UnitedStates,University of Connecticut,null,43.2,49.3,65.6,36.4,NA
151-200,Germany,University of Freiburg,null,42.5,46.3,79.7,35.5,NA
151-200,Germany,University of Goettingen,null,39.1,55.3,78.1,29,NA
151-200,Portugal,University of Lisbon,null,49,42.4,72.1,31.6,NA
151-200,Italy,University of Milan,null,52,43.3,64.4,32.5,NA
151-200,Portugal,University of Minho,null,51.3,42.9,75,32.5,NA
151-200,Canada,University of Montreal,null,43.9,46.1,70.2,34.2,NA
151-200,Italy,University of Padua,null,46,46.9,66.7,35.5,NA
151-200,Portugal,University of Porto,null,48,44,70.8,31.1,NA
151-200,China,University of Science and Technology of China,null,40.6,50.5,52.4,38.1,NA
151-200,Australia,University of Sydney,null,45.5,52.7,76.7,29.8,NA
151-200,UnitedStates,University of Utah,null,34.8,65.2,66.1,28.7,NA
151-200,UnitedKingdom,University of Warwick,null,29.3,61.6,86.3,27.1,NA
151-200,UnitedStates,Vanderbilt University,null,42.5,52.1,64.6,33.5,NA
151-200,Israel,Weizmann Institute of Science,null,30,61.4,79.2,32.8,NA
151-200,China,Xiamen University,null,50.5,43.1,55.2,34.6,NA
151-200,SouthKorea,Yonsei University,null,50.4,42.4,50.6,38.3,NA
201-300,Denmark,Aalborg University,null,28.4,59.1,81.7,19.3,NA
201-300,China,Beijing Normal University,null,29.1,55.1,43.8,27.9,NA
201-300,China,Beijing University of Technology,null,33.1,53.3,45,37.4,NA
201-300,UnitedKingdom,Cardiff University,null,29.5,53.5,80.6,24.6,NA
201-300,UnitedStates,Carnegie Mellon University,null,29.5,52.7,58.7,27.9,NA
201-300,Belgium,Catholic University of Louvain,null,33.4,48.4,80.8,23.7,NA
201-300,SouthKorea,Chonbuk National University,null,46.9,42.1,60.5,29.5,NA
201-300,China,Chongqing University,null,35.6,46.3,46.5,31.8,NA
201-300,SouthKorea,Chonnam National University,null,49.1,38.9,49.5,28.2,NA
201-300,China-HongKong,City University of Hong Kong,null,30.2,67.2,60.4,23.7,NA
201-300,Canada,Dalhousie University,null,28.9,62.3,70,17.7,NA
201-300,UnitedStates,Dartmouth College,null,30.7,61.9,59.4,29,NA
201-300,Brazil,Federal University of Rio de Janeiro,null,46,43.1,61.7,25.6,NA
201-300,Germany,Hannover Medical School,null,36.9,48.4,70,27.9,NA
201-300,SouthKorea,Hanyang University,null,44.3,44.9,54,34.9,NA
201-300,Japan,Hokkaido University,null,54.6,36.7,50.8,27.1,NA
201-300,UnitedStates,Indiana University-Purdue University at Indianapolis,null,35.1,51.9,69.8,30.6,NA
201-300,France,INSA Toulouse,null,33.6,46.3,69.6,27.9,NA
201-300,Iran,Islamic Azad University,null,55.4,35.3,38.8,24.6,NA
201-300,China,Jiangsu University,null,39.2,49.3,40.9,28.7,NA
201-300,China,Jinan University,null,36.9,50.5,35.5,28.5,NA
201-300,UnitedStates,Kansas State University,null,40.4,51.9,71.6,24.3,NA
201-300,SaudiArabia,King Abdullah University of Science and Technology,null,29.6,58.2,97.8,27.1,NA
201-300,SouthKorea,Konkuk University,null,59.1,39.1,50.5,25.6,NA
201-300,SouthKorea,Kyung Hee University,null,47.5,42.6,45.6,29.8,NA
201-300,Japan,Kyushu University,null,54.1,39.4,46.8,29.8,NA
201-300,Canada,Laval University,null,42,44.5,64.9,22.7,NA
201-300,UnitedStates,Louisiana State University - Baton Rouge,null,37.1,49.9,59.5,26.8,NA
201-300,China,Nanchang University,null,31.1,54.4,57.2,26.2,NA
201-300,China,NanJing Tech University,null,48.2,42.6,26.5,34.9,NA
201-300,China-Taiwan,National Chung Hsing University,null,41.2,40.7,51.2,28.7,NA
201-300,France,National Polytechnic Institute of Toulouse,null,40.7,44.3,68.9,27.9,NA
201-300,China-Taiwan,National Taiwan University of Science and Technology,null,30.5,48.9,80.3,33.7,NA
201-300,Ireland,"National University of Ireland, Galway",null,34.2,50.7,84.7,28.7,NA
201-300,Portugal,New University of Lisbon,null,42.3,43.1,80,30.6,NA
201-300,Norway,Norwegian University of Life Sciences,null,39.9,50.9,82.6,23,NA
201-300,China,Ocean University of China,null,45.4,43.8,44.7,28.2,NA
201-300,SouthKorea,Pohang University of Science and Technology,null,34.6,49.5,51.4,33.3,NA
201-300,SouthKorea,Pusan National University,null,48.1,41.4,55.4,32.5,NA
201-300,UnitedKingdom,Queen Mary University of London,null,28.1,50.7,88.8,27.3,NA
201-300,Australia,Queensland University of Technology,null,30.4,51.5,81.7,25.6,NA
201-300,Germany,Saarland University,null,36.6,47.2,62,27.1,NA
201-300,Italy,Sapienza University of Rome,null,48.6,39.9,63.2,33.3,NA
201-300,China,Shanghai University,null,33.1,51.1,57.2,31.3,NA
201-300,China-HongKong,The Chinese University of Hong Kong,null,38.8,48,53.8,25.3,NA
201-300,Israel,The Hebrew University of Jerusalem,null,40.5,47.2,75.6,30.6,NA
201-300,UnitedKingdom,The University of Sheffield,null,32.6,56.8,81.3,28.5,NA
201-300,UnitedStates,The University of Texas Health Science Center at Houston,null,37.3,51.1,67.5,27.1,NA
201-300,China,Tianjin University Science & Technology,null,47.8,41.4,38.2,30.6,NA
201-300,Brazil,UNESP,null,49.1,40.7,60.4,25.6,NA
201-300,Malaysia,Universiti Teknologi Malaysia,null,39.7,40.4,68.3,27.6,NA
201-300,Ireland,University College Cork,null,41.1,53.5,79.5,24.6,NA
201-300,Ireland,University College Dublin,null,39.9,45.2,77.3,22.7,NA
201-300,Italy,University of Bari,null,39.4,49.9,63.4,18.9,NA
201-300,UnitedKingdom,University of Birmingham,null,33,58.9,81.2,26.2,NA
201-300,Germany,University of Bonn,null,35.8,48.7,77.5,25.6,NA
201-300,UnitedStates,"University of California, Irvine",null,33.4,56.4,63.8,31.1,NA
201-300,Brazil,University of Campinas,null,50.8,41.4,56.7,29,NA
201-300,UnitedStates,University of Cincinnati,null,34.5,54.8,63.4,27.9,NA
201-300,Germany,University of Cologne,null,31.6,52.3,76.3,27.3,NA
201-300,UnitedStates,University of Colorado Health Science Center,null,31.2,57.1,62.1,24.6,NA
201-300,UnitedStates,University of Delaware,null,40,53.3,50.2,30.6,NA
201-300,Germany,University of Duesseldorf,null,36.8,45.6,68,25.6,NA
201-300,UnitedKingdom,University of East Anglia,null,31.1,59.8,83.6,22,NA
201-300,Germany,University of Erlangen-Nuremberg,null,32.4,58.7,74.3,20.1,NA
201-300,Germany,University of Frankfurt,null,35.1,53.6,74.1,26.2,NA
201-300,Germany,University of Giessen,null,38.6,46.1,74.6,25.3,NA
201-300,Sweden,University of Gothenburg,null,33.8,50.5,84.3,23.7,NA
201-300,Canada,University of Guelph,null,40.2,48.7,69.8,18.9,NA
201-300,Germany,University of Hamburg,null,36.5,51.3,72.2,23.3,NA
201-300,UnitedStates,University of Illinois at Chicago,null,31.7,52.1,61.8,25,NA
201-300,UnitedKingdom,University of Leeds,null,33.4,54,72.3,30.3,NA
201-300,Germany,University of Leipzig,null,33.9,45.6,82.6,26.5,NA
201-300,UnitedKingdom,University of Liverpool,null,33.6,61.8,81.2,22.7,NA
201-300,UnitedStates,"University of Maryland, Baltimore",null,37.1,57.9,72.7,23.3,NA
201-300,UnitedStates,University of Massachusetts Amherst,null,34.5,54.8,61.7,27.9,NA
201-300,Germany,University of Muenster,null,39.7,48.9,80.7,24.3,NA
201-300,France,University of Nantes,null,31.1,49.7,69.7,29,NA
201-300,UnitedStates,University of Nebraska - Lincoln,null,39.4,49.1,62.1,28.5,NA
201-300,UnitedKingdom,University of Nottingham,null,41,47.8,73.8,26.5,NA
201-300,Norway,University of Oslo,null,32.8,53.8,84.1,27.1,NA
201-300,France,University of Paris-Sud (Paris 11),null,34.8,46.5,76.9,28.7,NA
201-300,Spain,University of Santiago Compostela,null,40.2,43.8,70.2,24,NA
201-300,Canada,University of Saskatchewan,null,41.3,49.7,71.2,21.3,NA
201-300,Malaysia,"University of Science, Malaysia",null,45.9,37.5,62.1,30.6,NA
201-300,UnitedKingdom,University of Southampton,null,30.5,55.3,82,28.5,NA
201-300,Denmark,University of Southern Denmark,null,29.3,54.6,79.8,23,NA
201-300,France,University of Strasbourg,null,31.5,54,73.7,26.5,NA
201-300,Japan,University of Tsukuba,null,46.9,37.8,59.1,33.7,NA
201-300,Germany,University of Ulm,null,32.7,52.5,70.5,26.8,NA
201-300,Spain,University of Valencia,null,38,44.9,68,26.8,NA
201-300,Austria,University of Vienna,null,32.3,53.3,91.8,25.9,NA
201-300,Germany,University of Wuerzburg,null,34.5,50.3,76.3,23,NA
201-300,France,University Paris Diderot - Paris 7,null,33.6,45.2,75.9,30.8,NA
201-300,Malaysia,University Putra Malaysia,null,55.1,36.1,66.7,22,NA
201-300,Italy,Verona University,null,30.2,63.9,69.1,19.3,NA
201-300,Belgium,Vrije Universiteit Brussel (VUB),null,30.5,62.8,76.7,20.5,NA
201-300,Netherlands,VU University Amsterdam,null,38.2,48.9,81,28.2,NA
201-300,UnitedStates,Wake Forest University,null,29.7,63.7,76.2,22,NA
201-300,Canada,Western University,null,35.7,49.3,66,32.5,NA
301-400,Greece,Agricultural University of Athens,null,30.5,50.1,74.3,17.2,NA
301-400,India,Anna University,null,42.2,40.7,52.8,23.7,NA
301-400,UnitedStates,Auburn University,null,32.8,46.7,61.1,24.3,NA
301-400,Spain,Autonomous University of Madrid,null,34.2,43.6,69.5,22.7,NA
301-400,China,Capital Medical University,null,40.9,35.6,53.5,23.7,NA
301-400,UnitedStates,Case Western Reserve University,null,31.2,50.3,61.4,26.8,NA
301-400,China-Taiwan,Chang Gung University,null,43.4,36.4,51.8,28.5,NA
301-400,Czech,Charles University in Prague,null,38.7,41.9,63.7,18.1,NA
301-400,China,Chongqing Medical University,null,31.5,46.5,43.6,23,NA
301-400,Thailand,Chulalongkorn University,null,46.5,36.4,66.3,23.7,NA
301-400,SouthKorea,Chung-Ang University,null,41.8,38.1,49.4,21.3,NA
301-400,SouthKorea,Chungnam National University,null,42.1,38.6,54.2,24.3,NA
301-400,UnitedStates,Clemson University,null,32.6,50.9,56.1,23.7,NA
301-400,UnitedStates,Colorado State University,null,36.3,46.5,58.6,25.9,NA
301-400,Spain,Complutense University of Madrid,null,37.7,39.9,66.7,24,NA
301-400,SouthKorea,Ewha Womans University,null,35.5,43.8,51.5,21.3,NA
301-400,China,Fujian Agriculture & Forestry University,null,35.9,45.2,63.6,22.7,NA
301-400,Austria,Graz University of Technology,null,33.6,44.9,67.4,22.3,NA
301-400,Australia,Griffith University,null,30.5,48,76.7,23.7,NA
301-400,Japan,Hiroshima University,null,39.3,41.6,51,21.3,NA
301-400,India,Indian Institute of Technology Delhi,null,38.3,43.6,43.2,26.8,NA
301-400,India,Indian Institute of Technology Kharagpur,null,32.2,44.9,38.5,27.9,NA
301-400,Australia,James Cook University,null,29.2,57.5,67.2,19.3,NA
301-400,SouthKorea,Kangwon National University,null,46.5,38.6,58.7,23,NA
301-400,SouthKorea,Kyungpook National University,null,45.6,37.8,54,23,NA
301-400,China,Lanzhou University,null,31.6,45.8,42.4,24,NA
301-400,Netherlands,Maastricht University,null,27.7,50.5,92,20.9,NA
301-400,Thailand,Mahidol University,null,45,37,69,22.3,NA
301-400,NewZealand,Massey University,null,31.6,46.1,82.3,16.7,NA
301-400,Canada,McMaster University,null,33.1,46.3,68.3,27.3,NA
301-400,Austria,Medical University of Vienna,null,28,51.7,83.6,20.9,NA
301-400,UnitedStates,Mississippi State University,null,28,59.4,66.1,18.5,NA
301-400,UnitedStates,Montana State University,null,28.1,50.9,58.8,19.3,NA
301-400,Russia,Moscow State University,null,37.3,44.5,59.2,18.5,NA
301-400,Japan,Nagoya University,null,44.9,37.8,48.2,28.2,NA
301-400,China,Nanjing Forestry University,null,37.3,44,52.6,26.8,NA
301-400,China,Nanjing Medical University,null,42.8,40.7,31.3,24.3,NA
301-400,Mexico,National Polytechnic Institute,null,44.3,35.9,57.2,23,NA
301-400,China-Taiwan,National Tsing Hua University,null,33.5,39.6,44.5,30.8,NA
301-400,Norway,Norwegian University of Science and Technology - NTNU,null,31,48.4,77.2,19.3,NA
301-400,UnitedStates,Oklahoma State University,null,32.8,49.5,57.1,25.3,NA
301-400,Spain,Polytechnic University of Catalonia,null,29.1,43.8,69,25.9,NA
301-400,Spain,Polytechnic University of Valencia,null,31.2,43.3,64.2,24,NA
301-400,UnitedStates,Rensselaer Polytechnic Institute,null,29.1,54.2,62,22,NA
301-400,UnitedStates,Rice University,null,32.7,49.9,60.7,24.3,NA
301-400,China,Shandong Agricultural University,null,36.7,45.6,41.4,25.3,NA
301-400,China,Soochow University (China),null,39.8,44.7,50.9,21.3,NA
301-400,China,South China Agricultural University,null,41.7,41.4,57.5,24,NA
301-400,China,Southern Medical University,null,38.3,42.1,52.9,20.1,NA
301-400,SouthAfrica,Stellenbosch University,null,35.5,41.6,66.9,22.7,NA
301-400,Iran,Tabriz University of Medical Science,null,28.4,48.9,38.5,27.6,NA
301-400,Iran,Tarbiat Modares University,null,46.5,37.3,43.1,24,NA
301-400,Germany,Technical University of Braunschweig,null,30.2,49.3,67,20.9,NA
301-400,Israel,Technion-Israel Institute of Technology,null,31.1,48,67.1,27.9,NA
301-400,Iran,Tehran University of Medical Sciences,null,44,38.1,44.6,21.3,NA
301-400,Canada,The University of Calgary,null,36,44.9,74.4,23,NA
301-400,Japan,Tokyo Institute of Technology,null,40,42.6,51.2,19.7,NA
301-400,France,Universite de Lille,null,30.1,47.6,71.4,20.1,NA
301-400,France,Universit? Grenoble Alpes,null,31.1,45.8,75.2,26.8,NA
301-400,UnitedStates,"University at Buffalo, the State University of New York",null,31.1,46.3,69.7,20.5,NA
301-400,UnitedStates,University of Alabama at Birmingham,null,33,52.5,65.1,22,NA
301-400,UnitedStates,University of Arkansas at Fayetteville,null,34.9,45.2,62.1,20.5,NA
301-400,Portugal,University of Aveiro,null,33.3,44.9,67.5,19.3,NA
301-400,Switzerland,University of Bern,null,29.6,47.8,80.3,18.5,NA
301-400,Czech,"University of Chemistry & Technology, Prague",null,32.4,49.9,60.5,22.7,NA
301-400,SouthAfrica,"University of Cape TownCorrected on September 15, 2018",null,30.6,46.7,81.6,19.3,NA
301-400,Germany,University of Duisburg-Essen,null,28.5,53.5,78.1,19.3,NA
301-400,India,University of Delhi,null,44.1,41.4,39.2,25.6,NA
301-400,Spain,University of Granada,null,34.5,43.6,68.3,23.7,NA
301-400,Italy,University of Florence,null,39.2,42.6,61.1,26.5,NA
301-400,UnitedStates,University of Iowa,null,32.1,50.9,54.7,25,NA
301-400,Germany,University of Hohenheim,null,36.8,47.8,66.1,20.5,NA
301-400,UnitedStates,University of Kansas,null,30.2,44.9,66.3,22,NA
301-400,Germany,University of Jena,null,31,47.2,69.4,21.3,NA
301-400,Germany,University of Kiel,null,31.7,45.8,77.1,20.5,NA
301-400,UnitedStates,University of Kentucky,null,33.5,46.3,65.9,24.3,NA
301-400,Slovenia,University of Ljubljana,null,41.3,40.9,70.5,22.7,NA
301-400,Belgium,University of Liege,null,45.5,36.1,76.5,21.6,NA
301-400,Malaysia,University of Malaya,null,49.4,37.5,66.4,20.1,NA
301-400,France,"University of LorraineAdded on September 15, 2018",null,30.2,54.8,70.4,15.8,NA
301-400,UnitedStates,University of Miami,null,30.5,49.7,70.5,22.3,NA
301-400,Germany,University of Mainz,null,30.4,46.1,74.6,25.6,NA
301-400,Spain,University of Oviedo,null,28.8,51.9,65,23.3,NA
301-400,Canada,University of Manitoba,null,34.3,42.9,63.8,19.7,NA
301-400,France,University of Paris Descartes (Paris 5),null,30.7,48.4,76.1,25.3,NA
301-400,Canada,University of Ottawa,null,37.2,41.6,63.4,27.9,NA
301-400,Italy,University of Pisa,null,34.9,43.3,64.8,19.3,NA
301-400,Italy,University of Palermo,null,31.4,48.7,60.4,18.9,NA
301-400,UnitedStates,University of Rochester,null,28.7,48.9,63.7,25,NA
301-400,Greece,University of Patras,null,30.5,45.2,71.1,23.3,NA
301-400,Spain,University of Seville,null,32.1,40.7,71.2,23.3,NA
301-400,SouthAfrica,University of Pretoria,null,33.7,43.6,72,18.9,NA
301-400,Iran,University of Tehran,null,43.6,41.4,56.5,21.6,NA
301-400,Spain,University of Salamanca,null,28.8,43.6,73.9,25,NA
301-400,Finland,University of Turku,null,31.6,44,84.8,25.3,NA
301-400,UnitedStates,University of South Florida,null,31.6,46.3,62.8,20.9,NA
301-400,Canada,University of Waterloo,null,32.8,46.3,61.8,26.8,NA
301-400,Italy,University of Turin,null,40.8,43.1,61.6,24.3,NA
301-400,Austria,Vienna University of Technology,null,32.8,47.6,69.6,16.3,NA
301-400,Spain,University of Vigo,null,33.5,41.2,68.2,23.3,NA
401-500,SouthKorea,Ajou University,null,28.9,36.7,48.5,18.9,NA
301-400,Spain,University Rovira i Virgili,null,30,47.6,69.7,25,NA
401-500,Greece,Aristotle University of Thessaloniki,null,34.7,37,63.6,15.3,NA
301-400,China,Xian Jiao Tong University,null,42.1,40.7,54.2,27.1,NA
401-500,India,Banaras Hindu University,null,39.5,37,36.3,22.3,NA
401-500,China,Anhui Medical University,null,28.9,39.1,45.2,14.2,NA
401-500,SouthKorea,Catholic University of Korea,null,33.7,38.9,43.4,17.2,NA
401-500,China,Army Medical University,null,35.5,39.1,40.4,24,NA
401-500,China,China Medical University (Shenyang),null,33.9,36.7,43.9,13.7,NA
401-500,Egypt,Cairo University,null,35.5,33.8,76.9,14.2,NA
401-500,SouthKorea,Chungbuk National University,null,36.2,37.8,60.9,18.1,NA
401-500,Italy,Catholic University of the Sacred Heart,null,29.8,41.2,64.2,12.5,NA
401-500,France,Ecole des Ponts ParisTech,null,29.2,44,87.9,18.1,NA
401-500,China-Taiwan,China Medical University (Taichung),null,40.6,33.5,42.6,21.3,NA
401-500,Brazil,Federal University of Minas Gerais,null,38,33.5,69.3,22.3,NA
401-500,SouthKorea,Dankook University,null,36.7,36.4,50.4,20.5,NA
401-500,Brazil,Federal University of Pernambuco,null,32.6,39.1,56.1,17.7,NA
401-500,Turkey,Ege University,null,38.4,32.9,46.9,22.7,NA
401-500,Brazil,Federal University of Santa Catarina,null,34.1,37.3,45.4,16.3,NA
401-500,Brazil,Federal University of Parana,null,30.1,40.2,54.9,16.3,NA
401-500,Brazil,Federal University of Vi?osa,null,40.7,36.4,51.3,14.8,NA
401-500,Brazil,Federal University of Rio Grande do Sul,null,40.7,39.4,48.2,19.7,NA
401-500,SouthKorea,Gachon University,null,27.9,39.9,53.5,20.5,NA
401-500,Brazil,Federal University of Sao Carlos,null,31.5,46.3,49.2,19.7,NA
