World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
201-300,China,Nanjing Normal University,null,34.5,92.1,40.8,20.1,0
201-300,China,Nanjing University of Posts and Telecommunications,null,32.3,89,47.9,19.7,0
201-300,China,Nanjing University of Science and Technology,null,54.8,76.5,42,19.3,0
201-300,France,National Polytechnic Institute of Toulouse,null,36.1,75.9,72.3,25,0
201-300,UnitedStates,New York University,null,30.1,76,73,38.1,0
201-300,China,Northeast Normal University,null,48.9,79,34.5,23.7,0
201-300,Italy,Polytechnic Institute of Milan,null,39.7,76.3,70.6,25.3,0
201-300,Spain,Polytechnic University of Valencia,null,42.2,75.4,68.5,26.8,0
201-300,UnitedKingdom,Queen Mary University of London,null,28.9,81.6,83.8,23.7,0
201-300,Australia,Queensland University of Technology,null,34.5,81.3,86.1,19.3,0
201-300,Netherlands,Radboud University Nijmegen,null,33.8,77.9,80.9,33.5,0
201-300,Italy,Sapienza University of Rome,null,49.8,71.7,67.5,20.1,0
201-300,China,ShanghaiTech University,null,21,98.9,61.3,23.3,0
201-300,Germany,Technical University of Braunschweig,null,32.7,75.1,69.1,28.5,0
201-300,Germany,Technical University of Dortmund,null,31.4,71,62.7,38.5,0
201-300,Israel,Tel Aviv University,null,31.5,71.5,71.2,25.9,15.1
201-300,Australia,The Australian National University,null,35,80.7,79.4,25.3,0
201-300,China-HongKong,The Hong Kong Polytechnic University,null,41.3,89.5,49.8,22.3,0
201-300,UnitedStates,The University of Akron,null,38.3,77.1,64.1,26.8,0
201-300,UnitedStates,The University of Georgia,null,37.9,69.6,71,35.1,0
201-300,UnitedKingdom,The University of Glasgow,null,31.6,73.9,78.3,31.8,0
201-300,France,The University of Lille,null,48.4,68.1,77.9,24,0
201-300,UnitedStates,The University of New Mexico - Albuquerque,null,32.3,86.7,69.7,28.5,0
201-300,UnitedStates,The University of Texas at Dallas,null,27.9,87.3,67.1,21.6,0
201-300,UnitedStates,The University of Texas at San Antonio,null,24.7,93.1,77.6,23.7,0
201-300,Ireland,Trinity College Dublin,null,33.5,83.7,83.4,21.6,0
201-300,Spain,Universitat Jaume I,null,29.4,90.5,76.9,16.3,0
201-300,UnitedStates,"University at Buffalo, the State University of New York",null,35.3,83,69.1,32.1,0
201-300,Belgium,University of Antwerp,null,37.8,78.8,86.7,25,0
201-300,Switzerland,University of Basel,null,37.7,72.1,78.7,38.1,0
201-300,Germany,University of Bayreuth,null,37.2,73.4,70.5,32.1,0
201-300,Italy,University of Bologna,null,49.7,71,71.2,25.9,0
201-300,Germany,University of Bonn,null,36.1,71.6,65.6,42.3,0
201-300,UnitedStates,"University of California, Santa Cruz",null,23.5,100,74.1,16.7,0
201-300,Germany,University of Cologne,null,28.8,81.6,74.3,24.3,0
201-300,UnitedStates,University of Connecticut,null,36.8,79.4,58.9,22,0
201-300,Italy,University of Florence,null,42.3,76.2,73.4,25.3,0
201-300,Germany,University of Frankfurt,null,32.5,69.8,72.5,38.9,0
201-300,Spain,University of Girona,null,28.3,80.9,75.7,26.5,0
201-300,Finland,University of Helsinki,null,38.4,71.9,83.7,23,0
201-300,UnitedStates,University of Houston,null,37.4,81.9,71.3,29,0
201-300,UnitedStates,University of Illinois at Chicago,null,32.2,85.7,65.2,33.5,0
201-300,Germany,University of Jena,null,41.1,73.4,72,27.1,0
201-300,Finland,University of Jyvaskyla,null,28.8,78.3,87.1,32.8,0
201-300,UnitedKingdom,University of Leeds,null,38.5,71.6,71.8,26.8,0
201-300,Portugal,University of Lisbon,null,55.4,71,76.3,20.9,0
201-300,Germany,University of Mainz,null,41.3,75.7,74.2,30.1,0
201-300,Italy,University of Milan,null,44.9,71.3,67.3,21.3,0
201-300,Italy,University of Naples Federico II,null,43.9,71.5,66.2,23.3,0
201-300,UnitedStates,University of Oregon,null,21.7,85.6,52,32.3,0
201-300,Canada,University of Ottawa,null,35.1,75,72.1,31.8,0
201-300,Italy,University of Padua,null,43.1,71.7,74.2,26.5,0
201-300,France,University of Rennes 1,null,44.8,71.1,78.6,31.1,0
201-300,Brazil,University of Sao Paulo,null,69.2,60.7,62.4,19.3,0
201-300,UnitedStates,University of South Carolina - Columbia,null,36.1,80.5,63.4,23.7,0
201-300,UnitedStates,University of South Florida,null,30.4,85.5,72.7,29.5,0
201-300,UnitedKingdom,University of Southampton,null,40.6,74.4,77.8,31.6,0
201-300,Germany,University of Stuttgart,null,40.8,72.3,71.6,34.2,0
201-300,UnitedKingdom,University of Sussex,null,18.7,72,77.5,19.7,27.5
201-300,Australia,University of Sydney,null,44.3,74.4,77.3,29.5,0
201-300,Italy,University of Turin,null,41.3,75.6,70.9,22,0
201-300,Netherlands,University of Twente,null,38.6,74.7,79.1,20.9,0
201-300,Germany,University of Ulm,null,35,73.5,75.6,26.8,0
201-300,Austria,University of Vienna,null,42.4,73.6,85.5,27.1,0
201-300,UnitedStates,University of Virginia,null,32.6,77.1,64.4,27.9,0
201-300,UnitedKingdom,University of York,null,31.7,85.4,72.3,31.6,0
201-300,Spain,University of Zaragoza,null,43.6,73.4,73.2,29.8,0
201-300,France,University Paris Diderot - Paris 7,null,35.9,78,77,28.7,0
201-300,UnitedStates,Virginia Commonwealth University,null,28.3,69.9,63.6,20.1,18.5
201-300,China,Zhejiang University of Technology,null,50.9,72.2,42.9,18.5,0
201-300,China,Zhengzhou University,null,55.1,78.3,38.6,19.3,0
301-400,China,Anhui University,null,37.7,75.5,38,18.5,0
301-400,Israel,Bar-Ilan University,null,28.2,79.8,70.7,16.7,0
301-400,China,Beijing University of Technology,null,37,77.8,51.3,17.7,0
301-400,Israel,Ben-Gurion University of the Negev,null,32.7,68.3,73.9,25.6,0
301-400,China,China Agricultural University,null,43.6,71.4,48.4,14.8,0
301-400,China,China Pharmaceutical University,null,47.5,69.4,37.1,14.8,0
301-400,SouthKorea,Chonnam National University,null,46.9,69.6,57.4,16.7,0
301-400,Canada,Dalhousie University,null,29.4,83.4,67.2,18.5,0
301-400,Australia,Deakin University,null,34.1,84.1,77.9,14.2,0
301-400,France,Ecole Normale Superieure - Paris,null,26.1,69.4,79.3,27.6,0
301-400,France,Ecole Polytechnique,null,27.4,74.9,70.9,23,0
301-400,France,ESPCI ParisTech,null,26.4,79.9,70.9,19.3,0
301-400,Austria,Graz University of Technology,null,35.1,69.9,81.9,21.6,0
301-400,China,Hefei University of Technology,null,42,79.5,44.2,16.3,0
301-400,China-HongKong,Hong Kong Baptist University,null,32,83.6,59.2,14.2,0
301-400,India,Indian Institute of Technology Kanpur,null,40.5,72.4,50.1,16.3,0
301-400,France,INSA Toulouse,null,22.4,75.3,82,29.5,0
301-400,Poland,Jagiellonian University,null,47.9,62.1,66.9,20.1,0
301-400,China,Jiangxi Normal University,null,35.2,81.6,33.7,15.3,0
301-400,China,Jinan University,null,41.1,77.5,43.5,12.5,0
301-400,SaudiArabia,King Fahd University of Petroleum & Minerals,null,35.9,79.5,84.9,13.7,0
301-400,UnitedKingdom,King's College London,null,28.3,73.9,81.6,20.9,0
301-400,UnitedStates,Louisiana State University - Baton Rouge,null,33.4,75.4,66.8,20.9,0
301-400,Canada,McMaster University,null,36.8,70.3,70.4,25.3,0
301-400,China,Nanchang University,null,44.4,80.6,44.6,6.8,0
301-400,China,Nanjing University of Aeronautics and Astronautics,null,35,86.9,52.3,13.1,0
301-400,China-Taiwan,National Chiao Tung University,null,44.1,70.1,61.8,17.7,0
301-400,France,"National Graduate School of Chemistry, Paris",null,33.5,72.8,72.1,20.5,0
301-400,Portugal,New University of Lisbon,null,39.1,69.6,75,15.3,0
301-400,UnitedStates,Northeastern University (Boston),null,28.3,81.7,65.1,23.7,0
301-400,China,Northwest University,null,47.3,73.9,39.2,16.3,0
301-400,China,Northwestern Polytechnical University,null,48.7,75.1,48.1,11.2,0
301-400,Russia,Novosibirsk State University,null,52.2,57.1,56.4,21.3,0
301-400,UnitedStates,Oregon State University,null,29,81.4,57,25.9,0
301-400,Canada,Queen's University,null,29.6,71.6,73.5,25.6,0
301-400,UnitedKingdom,Queen's University Belfast,null,32.5,74.8,82,16.7,0
301-400,UnitedStates,Rensselaer Polytechnic Institute,null,29.1,84.9,68.1,20.9,0
301-400,Australia,RMIT University,null,34.9,75.8,74.8,14.2,0
301-400,Germany,Saarland University,null,31.4,72.6,69.5,29.5,0
301-400,Russia,Saint Petersburg State University,null,52.4,55.5,61.6,18.9,0
301-400,China,Shaanxi Normal University,null,45.4,77.2,42.8,17.2,0
301-400,China,Shanxi University,null,37.2,76,41.6,19.7,0
301-400,China,Shenzhen University,null,36.1,83.9,58.9,15.3,0
301-400,Singapore,Singapore University of Technology & Design,null,16.3,100,81.2,7.9,0
301-400,China,Southwest University,null,52.5,78.8,34.3,11.2,0
301-400,Germany,Technical University Darmstadt,null,37.4,72,71,23.3,0
301-400,UnitedStates,Temple University,null,26.4,74.4,62.6,25.9,0
301-400,UnitedStates,Texas Tech University,null,30.4,78,72,17.7,0
301-400,NewZealand,The University of Auckland,null,32.7,80.2,78.6,16.3,0
301-400,Canada,The University of Calgary,null,33.3,77.6,70.6,22.7,0
301-400,UnitedStates,The University of Texas Southwestern Medical Center at Dallas,null,19.1,80.6,55.5,27.3,8.7
301-400,Japan,Tokyo University of Science,null,42.1,65.8,43.4,22.3,0
301-400,Ireland,University College Dublin,null,30.9,80.5,80.4,20.9,0
301-400,UnitedStates,University of Arizona,null,31.4,68,64.6,29.8,0
301-400,Portugal,University of Aveiro,null,46,70.9,77.3,15.8,0
301-400,Switzerland,University of Bern,null,30.3,70.2,82.4,30.1,0
301-400,UnitedKingdom,University of Birmingham,null,36.2,73.7,78.5,20.5,0
301-400,UnitedStates,"University of California, San Francisco",null,21.7,82.7,56.4,28.7,0
301-400,Brazil,University of Campinas,null,50.5,65.6,56.3,14.2,0
301-400,Germany,University of Duesseldorf,null,32.3,72.3,69.2,20.5,0
301-400,Germany,University of Duisburg-Essen,null,33.4,71.2,69.2,27.1,0
301-400,UnitedKingdom,University of East Anglia,null,25.8,72.3,79.4,25.3,0
301-400,China,University of Electronic Science and Technology of China,null,41,80.1,60.3,11.2,0
301-400,Germany,University of Giessen,null,28.4,76.2,66.8,26.5,0
301-400,Spain,University of Granada,null,37.5,73.4,69.7,15.8,0
301-400,Austria,University of Graz,null,27.5,72.7,83.7,22,0
301-400,Germany,University of Hamburg,null,36.6,70.6,71.8,27.6,0
301-400,China,University of Jinan,null,45.6,82.3,31.9,7.9,0
301-400,UnitedStates,University of Kansas,null,32.7,73.3,58.8,21.3,0
301-400,Germany,University of Kiel,null,30,75.1,69.3,25.3,0
301-400,Germany,University of Konstanz,null,25.8,69.8,71.5,35.3,0
301-400,Switzerland,University of Lausanne,null,21.3,80.2,78.7,6.8,24.6
301-400,Germany,University of Leipzig,null,36.4,67.4,70.2,29,0
301-400,France,University of Lorraine,null,45.4,63.6,78.4,16.3,0
301-400,UnitedStates,University of Massachusetts Lowell,null,18.1,98.2,67.9,10.4,0
301-400,Belgium,University of Mons,null,26.7,81.4,88.1,17.2,0
301-400,Canada,University of Montreal,null,38,71.2,66.7,23.3,0
301-400,France,University of Nantes,null,34.2,74.6,71.9,17.2,0
301-400,Norway,University of Oslo,null,35.3,69.7,84.4,19.7,0
301-400,Italy,University of Perugia,null,34.9,75.9,74.1,14.8,0
301-400,Portugal,University of Porto,null,49.3,69.9,71.6,11.2,0
301-400,Germany,University of Potsdam,null,31,72.7,68.4,23.3,0
301-400,Spain,University of Santiago Compostela,null,37.9,70.5,73.3,26.2,0
301-400,Spain,University of Seville,null,39.7,71.5,65.9,23.3,0
301-400,UnitedKingdom,University of Strathclyde,null,33.5,72.1,70.1,25,0
301-400,Australia,University of Technology Sydney,null,25.1,95.5,81.3,6.8,0
301-400,UnitedStates,University of Toledo,null,21.7,94.2,58.9,15.8,0
301-400,Italy,University of Trieste,null,32.1,74.4,83.4,22.7,0
301-400,Germany,University of Tuebingen,null,33.7,65,72.8,29.8,0
301-400,France,University of Versailles Saint-Quentin-en-Yvelines,null,27.8,77.3,78.6,20.1,0
301-400,Netherlands,University of Wageningen,null,36.3,76.9,73.3,17.7,0
301-400,Poland,University of Warsaw,null,43.3,59.8,64.1,23,0
301-400,UnitedStates,University of Wisconsin-Milwaukee,null,21.2,93.3,63.6,13.7,0
301-400,UnitedStates,Utah State University,null,19.6,88.5,63.5,19.7,0
301-400,Austria,Vienna University of Technology,null,37.3,71.7,80.6,22.3,0
301-400,UnitedStates,Virginia Polytechnic Institute and State University,null,35.9,76.3,57,23.3,0
301-400,Netherlands,VU University Amsterdam,null,32.7,73.9,84.7,23.7,0
301-400,Japan,Waseda University,null,36.5,75.1,55.3,25.3,0
301-400,UnitedStates,Washington State University,null,37,77.7,64.9,18.1,0
301-400,UnitedStates,Washington University in St. Louis,null,30.6,81.1,52.3,24,0
301-400,Canada,Western University,null,35.7,72.3,66.7,18.1,0
301-400,China,Xiangtan University,null,42.1,75.7,39.5,16.7,0
301-400,China,Zhejiang Normal University,null,34.7,86.4,41.5,13.1,0
301-400,China,Zhejiang Sci-Tech University,null,36,78.2,52.8,15.3,0
401-500,China,Anhui Normal University,null,30.5,83.2,29.8,11.8,0
401-500,Germany,Bielefeld University,null,25.1,67.2,71.1,27.1,0
401-500,UnitedStates,Brandeis University,null,17.5,80.6,57.2,27.3,0
401-500,Hungary,Budapest University of Technology and Economics,null,34.9,65.4,69.4,21.6,0
401-500,Belgium,Catholic University of Louvain,null,32,78.2,81.4,11.2,0
401-500,China,Changzhou University,null,41,72.3,37.1,12.5,0
401-500,China,China University of Geosciences (Beijing),null,29.3,87.3,48.4,8.8,0
401-500,China,China University of Petroleum (Huadong),null,41.7,74,47,13.7,0
401-500,China,China West Normal University,null,18.9,100,51.3,5.6,0
401-500,SouthKorea,Chonbuk National University,null,42.7,70.1,63.1,6.8,0
401-500,UnitedStates,Colorado School of Mines,null,28.6,82.1,58.9,13.7,0
401-500,SouthKorea,Daegu Gyeongbuk Institute of Science & Technology,null,25.3,82,57.3,15.8,0
401-500,UnitedStates,Florida International University,null,24.7,77.4,72,14.8,0
401-500,SouthKorea,Gwangju Institute of Science and Technology,null,32.1,78.3,61.1,13.1,0
401-500,China,Harbin Engineering University,null,34.9,82.9,42.2,6.8,0
401-500,China,Heilongjiang University,null,34.9,81,31.9,11.8,0
401-500,China,Henan Normal University,null,38.3,73.3,38.2,11.2,0
401-500,UnitedKingdom,Heriot-Watt University,null,25.1,73.7,72.6,21.3,0
401-500,Japan,Hiroshima University,null,39.3,61.3,52.5,25,0
401-500,China,Hubei University,null,32.5,78.1,53.7,9.7,0
401-500,India,Indian Institute of Science Education & Research (IISER) - Pune,null,26.5,80.9,44.7,19.7,0
401-500,India,Indian Institute of Technology Kharagpur,null,47.2,67.3,45.5,8.8,0
401-500,UnitedStates,Indiana University-Purdue University at Indianapolis,null,21.1,81.7,61.9,20.9,0
401-500,SouthKorea,INHA University,null,43.1,68.7,51.4,13.1,0
401-500,France,INSA Lyon,null,36.6,67.5,67.2,17.7,0
401-500,France,Institut National Polytechnique de Grenoble,null,34.2,76.3,75.2,11.2,0
401-500,Germany,Jacobs University Bremen,null,21.6,78.3,84.4,21.6,0
401-500,China,Jiangsu Normal University,null,30.5,81.8,45.8,9.7,0
401-500,SouthKorea,Konkuk University,null,41.2,67.8,52.9,13.1,0
401-500,Canada,Laval University,null,31,72,68.5,18.9,0
401-500,UnitedStates,Lehigh University,null,23.3,73.5,64.7,20.9,0
401-500,Mexico,National Autonomous University of Mexico,null,53.9,54.8,60.6,11.8,0
401-500,Ireland,"National University of Ireland, Galway",null,21.8,78.9,87.2,12.5,0
401-500,UnitedKingdom,Newcastle University,null,29.8,70.4,79,22,0
401-500,Norway,Norwegian University of Science and Technology - NTNU,null,36,68.3,80.2,13.7,0
401-500,China,Ocean University of China,null,40.4,72,41.6,15.3,0
401-500,UnitedStates,Old Dominion University,null,17.1,100,74.3,6.8,0
401-500,Japan,Osaka Prefecture University,null,33.3,64.9,44,24,0
401-500,Czech,Palack? University,null,31.8,74.6,75.7,14.2,0
401-500,SouthKorea,Pusan National University,null,45,69.2,52,11.8,0
401-500,Qatar,Qatar University,null,25.2,79.5,96.3,11.8,0
401-500,China,Qingdao University,null,33.6,78.3,54,7.9,0
401-500,China,Qingdao University of Science & Technology,null,42.7,72.6,35.1,12.5,0
401-500,China,Qufu Normal University,null,29.5,92.8,43.9,5.6,0
401-500,China,Renmin University of China,null,25.5,83,43.7,18.5,0
401-500,China,Shandong Normal University,null,30.4,81.7,33.6,11.8,0
401-500,China,Shanghai Normal University,null,26.9,80.7,43.8,14.8,0
401-500,Canada,Simon Fraser University,null,25.3,68.1,66,24,0
401-500,China,South China Normal University,null,39.2,73.6,45.8,9.7,0
401-500,China,Taiyuan University of Technology,null,43.9,69.8,43,11.2,0
401-500,UnitedKingdom,The University of Reading,null,27.5,76.4,83.8,14.2,0
401-500,UnitedStates,Tufts University,null,24.4,81.4,61.3,20.1,0
401-500,Belgium,Universit? libre de Bruxelles (ULB),null,28,74.7,83.7,14.2,0
401-500,Spain,University of Alicante,null,33.8,77.1,70.3,9.7,0
401-500,Serbia,University of Belgrade,null,53,56.1,67,12.5,0
401-500,France,University of Burgundy,null,30.1,78.3,77.2,14.2,0
401-500,Italy,University of Calabria,null,32.1,74.3,70.4,12.5,0
401-500,UnitedStates,University of Central Florida,null,27.2,78.3,73,17.7,0
401-500,Czech,University of Chemistry and Technology Prague,null,43.3,61.4,62.9,17.2,0
401-500,UnitedStates,University of Cincinnati,null,28.1,76.9,57.4,15.3,0
401-500,Portugal,University of Coimbra,null,38.3,65.9,78.2,11.8,0
401-500,Greece,University of Crete,null,24.5,78.8,78.9,18.1,0
401-500,Switzerland,University of Fribourg,null,22.2,81.8,80.7,17.7,0
401-500,Italy,University of Genoa,null,29.3,72.7,72.2,14.2,0
401-500,Germany,University of Halle-Wittenberg,null,34.4,66.3,70.9,22.7,0
401-500,Germany,University of Hannover,null,28.8,69.6,72.3,25.6,0
401-500,UnitedKingdom,University of Hull,null,24,76.2,87.9,17.7,0
401-500,UnitedStates,University of Idaho,null,19.9,78.8,56.5,21.3,0
401-500,Austria,University of Innsbruck,null,31.9,62.3,79.9,25.3,0
401-500,UnitedStates,University of Kentucky,null,31.5,71.3,65.3,18.5,0
401-500,UnitedKingdom,University of Leicester,null,18.9,83.3,79.2,13.1,0
401-500,Belgium,University of Liege,null,30.8,73,84.3,11.8,0
401-500,Ireland,University of Limerick,null,22.9,83,82.4,16.3,0
401-500,Slovenia,University of Ljubljana,null,39.8,63.4,73.1,18.5,0
401-500,Spain,University of Malaga,null,27.4,72.1,72.8,19.3,0
401-500,Malaysia,University of Malaya,null,50.3,66.7,74.7,6.8,0
401-500,Italy,University of Milan - Bicocca,null,29.8,74.1,71,20.5,0
401-500,UnitedStates,University of North Texas,null,29.4,69.6,74.7,24,0
401-500,Spain,University of Oviedo,null,33.8,66.9,61.4,20.5,0
401-500,Italy,University of Parma,null,32.1,69.8,72.8,14.8,0
401-500,France,University of Pau And Pays De L'Adour,null,25.9,76.4,79.1,20.1,0
401-500,Italy,University of Pisa,null,39.3,70,69.2,11.2,0
401-500,UnitedStates,University of Puerto Rico Medical Sciences Campus,null,17.4,89,71.8,13.1,0
401-500,Italy,University of Roma - Tor Vergata,null,32.8,74.6,72,16.7,0
401-500,Italy,University of Salerno,null,31.9,74.3,62.8,16.7,0
401-500,Canada,University of Saskatchewan,null,33.2,70.4,77.8,18.5,0
401-500,Australia,University of South Australia,null,29.1,80,78.7,13.1,0
