World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
151-200,UnitedStates,Arizona State University,null,42.5,74,72.2,35.1,NA
151-200,China,Beijing Forestry University,null,44.9,69.1,43.2,39.9,NA
151-200,China,Beijing University of Technology,null,35.3,75.3,50.4,37.4,NA
151-200,China-HongKong,City University of Hong Kong,null,31.7,91.2,61.9,28.2,NA
151-200,Netherlands,Erasmus University Rotterdam,null,38.8,79,85.6,33.7,NA
151-200,China,Jiangsu University,null,42.5,75.1,45.7,34,NA
151-200,SaudiArabia,King Abdullah University of Science and Technology,null,31,87.2,94.9,29.5,NA
151-200,Japan,Kobe University,null,50.1,64.3,53.9,35.7,NA
151-200,Japan,Kyoto University,null,64.8,56.6,48.6,34.2,NA
151-200,China,NanJing Tech University,null,50.4,63,33.9,39.3,NA
151-200,China,Nankai University,null,45.8,68.5,53.4,38.5,NA
151-200,Mexico,National Autonomous University of Mexico,null,58.5,61.7,62.6,28.7,NA
151-200,UnitedKingdom,Newcastle University,null,37.6,75.1,85.2,29.8,NA
151-200,UnitedStates,Northwestern University,null,40.1,74.6,61.9,35.7,NA
151-200,UnitedStates,Oregon Health and Science University,null,30.6,100,59.7,25.9,NA
151-200,France,Paul Sabatier University (Toulouse 3),null,44.4,71.6,75.4,34.6,NA
151-200,Netherlands,Radboud University Nijmegen,null,40.7,77.2,80.5,33,NA
151-200,Italy,Sapienza University of Rome,null,50.1,69.3,64,34.9,NA
151-200,China,Sichuan University,null,61.5,58.7,47.6,39.1,NA
151-200,China,Southeast University,null,43.6,72.5,41.3,38.7,NA
151-200,SouthKorea,Sungkyunkwan University,null,46.8,65.1,57.9,35.5,NA
151-200,Sweden,Swedish University of Agricultural Sciences,null,42.3,72.3,82.1,26.8,NA
151-200,Switzerland,Swiss Federal Institute of Technology Lausanne,null,37.5,75.6,73.5,38.5,NA
151-200,Israel,Tel Aviv University,null,41.9,70.4,74,34.9,NA
151-200,UnitedKingdom,The University of Sheffield,null,31.6,82.2,84.4,27.3,NA
151-200,UnitedStates,The University of Texas Southwestern Medical Center at Dallas,null,29.5,100,66.6,25.9,NA
151-200,Japan,Tohoku University,null,54,61.6,57.3,38.1,NA
151-200,Germany,TU Dresden,null,39.6,79.3,70.8,27.1,NA
151-200,Ireland,University College Cork,null,40.5,80.6,83.7,29.5,NA
151-200,Canada,University of Alberta,null,49.4,70.6,75,31.1,NA
151-200,Netherlands,University of Amsterdam,null,40.7,77.5,81.7,30.3,NA
151-200,Switzerland,University of Basel,null,36.2,77.7,83.2,30.8,NA
151-200,UnitedStates,"University of California, Riverside",null,41.9,77.1,69.4,35.3,NA
151-200,UnitedStates,University of Connecticut,null,43.2,69.4,65.3,36.6,NA
151-200,UnitedStates,University of Delaware,null,39.9,78.3,52.9,33,NA
151-200,Germany,University of Freiburg,null,40.7,69.3,81.2,33.3,NA
151-200,Switzerland,University of Lausanne,null,33.7,78.6,84.6,33.7,NA
151-200,UnitedKingdom,University of Liverpool,null,34.1,86.6,81.3,24,NA
151-200,Portugal,University of Minho,null,51.6,59.5,77.2,32.5,NA
151-200,Austria,"University of Natural Resources and Life Sciences, Vienna",null,46.5,74.3,77.8,31.6,NA
151-200,Italy,University of Padua,null,46.8,66.4,68,37.4,NA
151-200,China,University of Science and Technology of China,null,41.1,72.1,56.9,38.5,NA
151-200,Austria,University of Vienna,null,33.9,81.5,92.5,26.8,NA
151-200,UnitedStates,University of Virginia,null,29.1,100,64.4,24,NA
151-200,UnitedKingdom,University of Warwick,null,28.9,89.3,86.4,25.3,NA
151-200,UnitedStates,Vanderbilt University,null,43.5,68.8,63,35.5,NA
151-200,Israel,Weizmann Institute of Science,null,30,82.2,80.5,32.8,NA
151-200,China,Xiamen University,null,52.1,60.9,53.8,34.9,NA
201-300,Denmark,Aalborg University,null,28.5,85,83.3,20.1,NA
201-300,Greece,Agricultural University of Athens,null,32.7,72.4,76.6,26.5,NA
201-300,China,Beijing Normal University,null,30.7,80.8,46.6,29.3,NA
201-300,Germany,Bielefeld University,null,46,72.4,65.5,25,NA
201-300,UnitedStates,Brown University,null,31.5,76.8,63.7,26.2,NA
201-300,UnitedKingdom,Cardiff University,null,31.2,74,84.3,27.3,NA
201-300,Belgium,Catholic University of Louvain,null,33.5,71,82,23.7,NA
201-300,SouthKorea,Chonbuk National University,null,47.9,62.4,61.1,31.3,NA
201-300,China,Chongqing University,null,39.5,68.9,47.4,36.2,NA
201-300,SouthKorea,Chonnam National University,null,49,55,48.5,29.3,NA
201-300,France,Claude Bernard University Lyon 1,null,41.7,66.1,80.1,31.6,NA
201-300,UnitedStates,Dartmouth College,null,31.1,77.6,58.7,29.8,NA
201-300,Australia,Griffith University,null,31.8,72.9,80.1,24.3,NA
201-300,Germany,Hannover Medical School,null,37.4,66.7,72.9,29.8,NA
201-300,SouthKorea,Hanyang University,null,43.2,66.8,54.2,34,NA
201-300,China-HongKong,Hong Kong Baptist University,null,29.3,74.4,71.9,30.6,NA
201-300,UnitedStates,Indiana University-Purdue University at Indianapolis,null,34,76.7,70.4,31.8,NA
201-300,China,Jinan University,null,40.7,68.9,39.3,29.8,NA
201-300,UnitedStates,Kansas State University,null,41.6,75.6,72.1,21.6,NA
201-300,SaudiArabia,King Saud University,null,60,50.2,90.9,26.5,NA
201-300,SouthKorea,Konkuk University,null,58.6,55.9,53.8,25.9,NA
201-300,SouthKorea,Kyung Hee University,null,48.7,62.4,44.5,29.3,NA
201-300,SouthKorea,Kyungpook National University,null,49.1,59.9,55.9,27.1,NA
201-300,Japan,Kyushu University,null,53.9,56.4,48,29,NA
201-300,Canada,Laval University,null,43,63.5,65.9,26.2,NA
201-300,Austria,Medical University of Vienna,null,29.5,77.5,84.3,22.3,NA
201-300,China,Nanchang University,null,34.9,78.2,56.8,30.3,NA
201-300,China,Nanjing Forestry University,null,40.6,65.8,52.5,28.7,NA
201-300,France,National Polytechnic Institute of Toulouse,null,39.5,64.7,72.2,26.5,NA
201-300,China-Taiwan,National Taiwan University of Science and Technology,null,31.1,67.4,79.3,34.9,NA
201-300,Ireland,"National University of Ireland, Galway",null,32.9,72.1,84.9,27.3,NA
201-300,Portugal,New University of Lisbon,null,43.1,62.5,79.7,29.5,NA
201-300,UnitedStates,New York University,null,30.6,80.5,79.4,28.2,NA
201-300,Norway,Norwegian University of Life Sciences,null,38.9,75.8,84,22.7,NA
201-300,China,Ocean University of China,null,47.1,64.5,45.7,27.6,NA
201-300,China,Peking Union Medical College,null,51.9,53.6,46.5,28.5,NA
201-300,SouthKorea,Pohang University of Science and Technology,null,35,71.5,48,33.7,NA
201-300,SouthKorea,Pusan National University,null,43.6,58.9,58.1,33.7,NA
201-300,UnitedKingdom,Queen Mary University of London,null,29.1,80.1,89.4,28.2,NA
201-300,Australia,Queensland University of Technology,null,32.2,69.6,82.3,27.1,NA
201-300,UnitedStates,Rensselaer Polytechnic Institute,null,28.4,82.9,68.3,23,NA
201-300,Germany,Saarland University,null,36.7,67.3,65.2,28.5,NA
201-300,China,Shanghai University,null,34.9,69.2,51.7,33.3,NA
201-300,China,Soochow University (China),null,44.2,62.7,51.7,26.8,NA
201-300,China,South China Agricultural University,null,44,62.6,56.4,25.6,NA
201-300,Israel,The Hebrew University of Jerusalem,null,38.7,67.1,76.3,28.5,NA
201-300,NewZealand,The University of Auckland,null,34.4,69.1,83.9,24,NA
201-300,Canada,The University of Calgary,null,36.8,64.3,74.5,28.2,NA
201-300,UnitedStates,The University of Texas Health Science Center at Houston,null,34.4,75,69.2,27.6,NA
201-300,China,Tianjin University Science & Technology,null,50.7,58.4,44.4,31.8,NA
201-300,Brazil,UNESP,null,51.6,58.7,63.2,28.2,NA
201-300,France,Universit? Grenoble Alpes,null,31.1,69.5,83.1,28.7,NA
201-300,Ireland,University College Dublin,null,39.9,65.6,78,26.2,NA
201-300,Italy,University of Bari,null,39.3,70,64.4,25.3,NA
201-300,UnitedKingdom,University of Birmingham,null,32.7,75,85,25.9,NA
201-300,Germany,University of Bonn,null,34.9,70.6,75.4,24.6,NA
201-300,UnitedStates,"University of California, Irvine",null,34.1,73.6,64.7,29.8,NA
201-300,Brazil,University of Campinas,null,51.1,61.1,57.8,30.1,NA
201-300,UnitedStates,University of Cincinnati,null,33.5,76,63.1,29,NA
201-300,Germany,University of Cologne,null,31.3,77.4,79.2,27.1,NA
201-300,UnitedKingdom,University of East Anglia,null,29.7,81.6,82.4,24.6,NA
201-300,Germany,University of Erlangen-Nuremberg,null,33.3,79.9,74.4,22.3,NA
201-300,Germany,University of Frankfurt,null,34.9,74.5,74,27.6,NA
201-300,Germany,University of Giessen,null,41.2,64,73.1,24,NA
201-300,Germany,University of Goettingen,null,38.6,73.7,77.2,26.5,NA
201-300,Germany,University of Hamburg,null,37,71.7,71.1,22.3,NA
201-300,UnitedStates,University of Iowa,null,34.6,72.9,52.2,26.8,NA
201-300,UnitedKingdom,University of Leeds,null,33.8,72.2,75.5,28.7,NA
201-300,Germany,University of Leipzig,null,33,67.8,85.5,25.3,NA
201-300,Portugal,University of Lisbon,null,48.7,62.4,72.3,30.6,NA
201-300,Malaysia,University of Malaya,null,51.6,59.2,69.6,25,NA
201-300,UnitedStates,"University of Maryland, Baltimore",null,35.7,75.4,74.3,22,NA
201-300,UnitedStates,University of Massachusetts Amherst,null,32.3,81.5,65.3,26.5,NA
201-300,Canada,University of Montreal,null,44,66.3,71.3,33,NA
201-300,Germany,University of Muenster,null,38.9,69.5,83,23.7,NA
201-300,France,University of Nantes,null,31.5,70.7,75,26.2,NA
201-300,UnitedStates,University of Nebraska - Lincoln,null,41.3,71.3,66.1,27.6,NA
201-300,UnitedKingdom,University of Nottingham,null,41.4,70.4,76.8,28.7,NA
201-300,Norway,University of Oslo,null,35,77.3,84.8,26.5,NA
201-300,France,University of Paris Descartes (Paris 5),null,28.1,77.6,78.5,26.5,NA
201-300,France,University of Paris-Sud (Paris 11),null,35.9,69.6,78.6,29,NA
201-300,Portugal,University of Porto,null,48.8,63.8,72.7,29.8,NA
201-300,Canada,University of Saskatchewan,null,41.3,71.1,73.6,21.6,NA
201-300,UnitedKingdom,University of Southampton,null,30.5,81.3,84.8,27.9,NA
201-300,Denmark,University of Southern Denmark,null,30,78.9,81.7,22.3,NA
201-300,France,University of Strasbourg,null,31.1,76.8,74.7,26.8,NA
201-300,Japan,University of Tsukuba,null,45.9,58.4,63.4,30.8,NA
201-300,Italy,University of Turin,null,42.3,62,61.5,26.8,NA
201-300,Germany,University of Ulm,null,33.3,71.7,69.1,28.2,NA
201-300,Spain,University of Valencia,null,38.2,66.2,69.3,25.9,NA
201-300,Germany,University of Wuerzburg,null,35,77,76.6,27.3,NA
201-300,France,University Paris Diderot - Paris 7,null,33.6,67,76.5,31.6,NA
201-300,Malaysia,University Putra Malaysia,null,54.8,53.8,68,20.9,NA
201-300,Italy,Verona University,null,30.9,87.4,68.4,24.6,NA
201-300,Belgium,Vrije Universiteit Brussel (VUB),null,30.2,80.9,78,25,NA
201-300,Netherlands,VU University Amsterdam,null,37.1,73.2,81.1,27.1,NA
201-300,UnitedStates,Wake Forest University,null,30.1,86.7,75.9,24.3,NA
201-300,Canada,Western University,null,36.6,72.7,65.9,32.3,NA
201-300,China,Xi'an Jiaotong University,null,45.4,61.7,52.7,27.3,NA
201-300,SouthKorea,Yonsei University,null,49.8,59.9,50.8,37.9,NA
301-400,UnitedStates,Auburn University,null,34.6,67.4,65,25,NA
301-400,Spain,Autonomous University of Madrid,null,32.9,62.4,66.6,24.3,NA
301-400,China,Capital Medical University,null,46.3,53.1,53.7,24.6,NA
301-400,UnitedStates,Carnegie Mellon University,null,29.5,67.2,62.8,28.7,NA
301-400,UnitedStates,Case Western Reserve University,null,31,71,64.1,28.2,NA
301-400,China,Chongqing Medical University,null,34.8,66.1,46,26.8,NA
301-400,Thailand,Chulalongkorn University,null,45.4,52.6,66.3,22.7,NA
301-400,SouthKorea,Chung-Ang University,null,42.9,55.2,45.7,27.1,NA
301-400,SouthKorea,Chungnam National University,null,41.9,59.4,54,25.3,NA
301-400,UnitedStates,Clemson University,null,33.2,71.2,55.7,23.3,NA
301-400,UnitedStates,Colorado State University,null,37.4,66.1,63,19.7,NA
301-400,Brazil,Federal University of Rio de Janeiro,null,45.6,61.3,62.2,22,NA
301-400,Brazil,Federal University of Sao Carlos,null,33.8,68.3,53.4,18.9,NA
301-400,China,Fujian Agriculture Forestry University,null,39.1,64.2,66.9,24.3,NA
301-400,Austria,Graz University of Technology,null,32.2,65.8,69.8,22.3,NA
301-400,China,Guangxi University,null,32.3,67.1,45.3,24.6,NA
301-400,Japan,Hokkaido University,null,54.1,52.7,53.3,25,NA
301-400,India,Indian Institute of Technology Delhi,null,39.2,61.3,43.5,27.1,NA
301-400,India,Indian Institute of Technology Kharagpur,null,33.9,63.9,44.8,28.2,NA
301-400,France,INSA Toulouse,null,33,66.1,68.7,26.5,NA
301-400,Iran,Islamic Azad University,null,55,52.8,41.2,22.7,NA
301-400,Australia,James Cook University,null,31,76.1,73.2,14.8,NA
301-400,SouthKorea,Kangwon National University,null,45.3,58.1,58.4,25.6,NA
301-400,UnitedStates,Louisiana State University - Baton Rouge,null,35.9,68,60.5,23.7,NA
301-400,Netherlands,Maastricht University,null,29.9,69.7,94,21.6,NA
301-400,Canada,McMaster University,null,31.6,63.5,69.9,23.7,NA
301-400,Russia,Moscow State University,null,39.2,66.5,58.3,17.2,NA
301-400,Japan,Nagoya University,null,43.7,53.1,44.9,28.2,NA
301-400,China,Nanjing Medical University,null,47,61.3,32.3,26.5,NA
301-400,China-Taiwan,National Chung Hsing University,null,38.3,58.6,52.9,27.1,NA
301-400,China-Taiwan,National Tsing Hua University,null,32.5,61.6,45,31.1,NA
301-400,China,Northeast Agricultural University - China,null,45.8,56.8,38.9,23.3,NA
301-400,Norway,Norwegian University of Science and Technology - NTNU,null,32.1,69.6,81.6,19.7,NA
301-400,UnitedStates,Oklahoma State University,null,32.1,65.2,63.9,22.3,NA
301-400,UnitedKingdom,Queen's University Belfast,null,28.9,70.1,90.4,21.3,NA
301-400,UnitedStates,Rice University,null,31.6,70.4,64.8,25.3,NA
301-400,Australia,RMIT University,null,27.7,65.4,78.9,24.6,NA
301-400,China,Shaanxi Normal University,null,28.3,67.1,59.4,25.6,NA
301-400,China,Shandong Agricultural University,null,37.4,64.9,41.4,25,NA
301-400,China,Southern Medical University,null,41.8,57.6,50.5,23.7,NA
301-400,SouthAfrica,Stellenbosch University,null,35.3,62.4,70.7,24,NA
301-400,Iran,Tarbiat Modares University,null,45.7,55.8,43,24,NA
301-400,Germany,Technical University of Braunschweig,null,30.4,69.9,66.1,19.7,NA
301-400,Israel,Technion-Israel Institute of Technology,null,31,69.7,64.7,27.9,NA
301-400,Iran,Tehran University of Medical Sciences,null,44.8,59.3,47,24,NA
301-400,China-HongKong,The Chinese University of Hong Kong,null,38.7,64.1,56,25.3,NA
301-400,France,The University of Lille,null,32.3,64.8,75.2,22.7,NA
301-400,UnitedStates,The University of Tennessee Institute of Agriculture,null,32.4,68.1,57.1,26.5,NA
301-400,Japan,Tokyo Institute of Technology,null,40.5,62.4,52.6,22.3,NA
301-400,UnitedStates,Tufts University,null,31.2,63.2,65.6,26.2,NA
301-400,Sweden,Umea University,null,28.4,75.5,89.2,20.9,NA
301-400,Belgium,Universit? libre de Bruxelles (ULB),null,29.5,69.6,84.8,22.3,NA
301-400,Malaysia,Universiti Teknologi Malaysia,null,38.4,57.3,70.6,22.3,NA
301-400,UnitedStates,University of Alabama at Birmingham,null,32.2,64.5,68,23.7,NA
301-400,Spain,University of Almeria,null,27.6,70.4,61.8,22,NA
301-400,Switzerland,University of Bern,null,30.9,65.2,84.3,19.7,NA
301-400,Czech,University of Chemistry and Technology Prague,null,31.8,75.6,63,20.5,NA
301-400,UnitedStates,University of Colorado Health Science Center,null,31.1,72.4,63.8,24.6,NA
301-400,India,University of Delhi,null,43.8,59.8,44.3,24,NA
301-400,Germany,University of Duesseldorf,null,37.6,63.3,70.4,25.3,NA
301-400,Germany,University of Duisburg-Essen,null,29.1,73.3,74.6,19.7,NA
301-400,Italy,University of Florence,null,39.4,62.9,62.1,26.5,NA
301-400,Sweden,University of Gothenburg,null,29.9,75.9,80.8,20.5,NA
301-400,Spain,University of Granada,null,34.8,63.4,72.3,26.5,NA
301-400,Canada,University of Guelph,null,40,65.3,69.4,20.9,NA
301-400,Germany,University of Hohenheim,null,37,68.5,65.6,18.9,NA
301-400,UnitedStates,University of Illinois at Chicago,null,30.1,74.9,62.2,23.3,NA
301-400,Germany,University of Jena,null,31.7,69.3,75,20.5,NA
301-400,UnitedStates,University of Kansas,null,29.6,69.2,67,22.7,NA
301-400,UnitedStates,University of Kentucky,null,34.8,66.6,69.3,24.3,NA
301-400,Germany,University of Kiel,null,31.5,70.1,75,18.1,NA
301-400,Belgium,University of Liege,null,44.5,53.1,78.6,21.6,NA
301-400,Slovenia,University of Ljubljana,null,40.4,61.7,73.5,19.7,NA
301-400,France,University of Lorraine,null,31.3,69.4,73.5,18.5,NA
301-400,Germany,University of Mainz,null,31.5,64.9,73.8,26.8,NA
301-400,Canada,University of Manitoba,null,35.4,60.2,67,22.7,NA
301-400,Germany,University of Marburg,null,28,74.6,75.3,17.7,NA
301-400,UnitedStates,University of Miami,null,30.4,67.4,71.5,23,NA
301-400,NewZealand,University of Otago,null,29.3,70.9,80.4,15.8,NA
301-400,Canada,University of Ottawa,null,34.5,60.7,67.9,26.2,NA
301-400,Italy,University of Palermo,null,33.1,70.7,61.8,26.2,NA
301-400,Italy,University of Parma,null,31.1,67.6,72.9,18.5,NA
301-400,Greece,University of Patras,null,31.6,67,72.9,25,NA
301-400,Italy,University of Pisa,null,35.4,65.4,68.6,22.3,NA
301-400,Spain,University of Santiago Compostela,null,38.7,62.5,72.4,23.3,NA
301-400,Malaysia,"University of Science, Malaysia",null,45.8,51.3,64.6,25.9,NA
301-400,Spain,University of Seville,null,29.1,67.3,73.3,20.9,NA
301-400,Australia,University of South Australia,null,28.9,68,76.3,24.6,NA
301-400,UnitedStates,University of South Florida,null,30.6,71.4,66.9,21.3,NA
301-400,Germany,University of Stuttgart,null,34,66.6,59,23,NA
301-400,Finland,University of Tampere,null,32.5,65,85.3,28.2,NA
301-400,Iran,University of Tehran,null,44.7,59.9,55.6,23.7,NA
301-400,Finland,University of Turku,null,31,65.2,87.1,20.9,NA
301-400,Netherlands,University of Twente,null,28.8,70.4,80.6,23.3,NA
301-400,Spain,University of Valladolid,null,27.6,74,70.3,26.5,NA
301-400,Spain,University of Vigo,null,34.5,58.9,73,24,NA
301-400,Canada,University of Waterloo,null,31.8,63.5,65,27.6,NA
301-400,Spain,University Rovira i Virgili,null,29.5,68.2,73,26.8,NA
301-400,Austria,Vienna University of Technology,null,34.4,66.6,68.1,17.7,NA
301-400,China,Zhejiang University of Technology,null,41.4,61.1,38.1,22.7,NA
401-500,SouthKorea,Ajou University,null,30.2,55.3,48.4,21.3,NA
401-500,India,Anna University,null,29.9,58.8,55.4,24.3,NA
401-500,Greece,Aristotle University of Thessaloniki,null,35,56.4,65.3,18.9,NA
401-500,China,Army Medical University,null,35.9,57.2,43.2,25.3,NA
401-500,India,Banaras Hindu University,null,40.3,51.4,35.6,22,NA
401-500,Egypt,Cairo University,null,36.3,48.1,79,17.2,NA
401-500,Italy,Catholic University of the Sacred Heart,null,31.3,59.4,62.6,16.3,NA
401-500,China-Taiwan,Chang Gung University,null,44.9,47.8,52.1,27.6,NA
401-500,Czech,Charles University in Prague,null,38.2,60.7,64.9,17.7,NA
401-500,China-Taiwan,China Medical University (Taichung),null,39.2,50,42.8,21.6,NA
401-500,Spain,Complutense University of Madrid,null,36.1,58.1,65.9,23.3,NA
401-500,SouthKorea,Dankook University,null,37.6,51.5,48.5,23,NA
401-500,SouthKorea,Ewha Womans University,null,36,62.1,50.8,23,NA
401-500,Brazil,Federal University of Minas Gerais,null,39.8,49.3,64.5,23.3,NA
401-500,Brazil,Federal University of Parana,null,33.3,54.7,48.8,16.7,NA
401-500,Brazil,Federal University of Pernambuco,null,31.9,58.3,58.6,16.7,NA
401-500,Brazil,Federal University of Rio Grande do Sul,null,41.5,57,52.8,18.1,NA
401-500,Brazil,Federal University of Santa Catarina,null,35,55.6,48.7,17.2,NA
401-500,Brazil,Federal University of Vi?osa,null,41,54.3,55.7,15.3,NA
401-500,SouthKorea,Gachon University,null,29.3,58.7,54.6,21.3,NA
401-500,SouthKorea,Gyeongsang National University,null,36.8,55.9,61,18.5,NA
401-500,China,Hangzhou Normal University,null,30.4,61.7,36.1,22,NA
401-500,China,Harbin Medical University,null,39.1,60,51.8,21.3,NA
401-500,China,Hefei University of Technology,null,27.9,61.8,53.5,20.1,NA
401-500,China,Henan Agricultural University,null,30.4,56.5,56.2,16.3,NA
401-500,Japan,Hiroshima University,null,39.2,57.5,50,22.7,NA
401-500,China,Hubei University,null,28,70.7,51.2,20.9,NA
401-500,China,Hunan Agricultural University,null,32.3,68.3,58,18.1,NA
401-500,India,Indian Institute of Technology Guwahati,null,35.7,59.7,38.5,26.5,NA
401-500,India,Indian Institute of Technology Madras,null,27.9,56.2,51.4,20.9,NA
401-500,SouthKorea,INHA University,null,35.3,55.5,52.4,22.3,NA
401-500,India,Jawaharlal Nehru University,null,30,68.8,48.8,18.1,NA
401-500,Thailand,Kasetsart University,null,38.3,51.3,76.7,16.7,NA
401-500,Japan,Keio University,null,33,59,53.2,22,NA
401-500,China,Lanzhou University,null,32.7,65.8,42,24,NA
401-500,Thailand,Mahidol University,null,44,52.8,67.8,19.3,NA
401-500,Czech,Masaryk University,null,30.6,62.3,74,19.3,NA
401-500,NewZealand,Massey University,null,32.4,66.6,87.5,14.2,NA
401-500,China,Military Medical University of the Air Force,null,36.1,53.6,45.9,21.3,NA
401-500,SouthKorea,Myongji University,null,32.7,65,46.6,16.7,NA
401-500,China,Nanjing Normal University,null,28.9,59.9,36.4,20.1,NA
401-500,Greece,National and Kapodistrian University of Athens,null,30.4,56.6,72.1,15.3,NA
401-500,China-Taiwan,National Chiao Tung University,null,30,62.2,47.8,26.5,NA
401-500,Mexico,National Polytechnic Institute,null,46.9,50.5,59.5,18.5,NA
401-500,China-Taiwan,National Sun Yat-Sen University,null,27.9,70.2,54.5,21.6,NA
401-500,Malaysia,National University of Malaysia,null,35.4,53.5,58.9,20.9,NA
401-500,China-Taiwan,National Yang Ming University,null,39.3,48.4,46.5,24.3,NA
401-500,China,Naval Medical University,null,33.6,54.3,49.3,23.3,NA
401-500,China,Ningbo University,null,31.3,66.2,34.9,20.1,NA
401-500,UnitedStates,North Dakota State University-Main Campus,null,27.6,72,63.6,15.3,NA
401-500,China,Northeast Forestry University - China,null,33.6,56.8,41.8,22,NA
401-500,Japan,Okayama University,null,35.4,54.5,57.2,17.7,NA
401-500,Spain,Polytechnic University of Catalonia,null,27.6,65.8,75,22,NA
401-500,Spain,Polytechnic University of Valencia,null,29.7,58.6,68.9,20.5,NA
401-500,Thailand,Prince of Songkla University,null,31.5,57,61.7,18.5,NA
401-500,SouthKorea,Pukyong National University,null,36,53.9,56.3,16.3,NA
401-500,China,Qilu University of Technology,null,29.7,59.1,54.8,27.9,NA
401-500,China,Qingdao Agricultural University,null,28.3,66.5,47.4,20.5,NA
401-500,China,Qingdao University,null,30.5,57.6,33.2,20.1,NA
401-500,Iran,Shahid Beheshti University of Medical Sciences,null,34.9,53.7,53,17.2,NA
401-500,China,Shenzhen University,null,31.9,60.2,57.9,21.3,NA
401-500,China,Sichuan Agricultural University,null,43.5,57.1,50.8,17.2,NA
401-500,Iran,Tabriz University of Medical Science,null,32.9,69.8,34.5,11.8,NA
401-500,China-Taiwan,Taipei Medical University,null,38.7,51.6,51.2,21.6,NA
401-500,Germany,Technical University of Berlin,null,33.2,65.2,71.5,17.2,NA
401-500,UnitedStates,Texas Tech University,null,28.5,66.1,61.5,18.9,NA
401-500,Australia,The Australian National University,null,29.7,69.4,74.3,17.2,NA
401-500,China,Tianjin Medical University,null,36.2,54.2,45.7,20.1,NA
401-500,Japan,Tokyo University of Agriculture and Technology,null,41.9,51.8,48.3,23,NA
401-500,Tunisia,Universite de Tunis El Manar,null,29.5,56,81.3,15.3,NA
401-500,UnitedStates,"University at Buffalo, the State University of New York",null,33.2,59.3,68.8,21.3,NA
401-500,Belgium,University of Antwerp,null,30,64.4,80.5,20.9,NA
401-500,UnitedStates,University of Arkansas at Fayetteville,null,33.2,62.9,64.7,18.1,NA
401-500,Portugal,University of Aveiro,null,32.9,62.9,73.9,17.7,NA
401-500,Serbia,University of Belgrade,null,41.1,49.3,68.2,14.8,NA
401-500,Argentina,University of Buenos Aires,null,36.7,57.9,64.7,18.1,NA
401-500,SouthAfrica,University of Cape Town,null,31,66.7,82.3,16.7,NA
401-500,Chile,University of Chile,null,33.9,60.2,73.7,16.3,NA
401-500,Spain,University of Cordoba,null,27.6,64.3,71.9,17.7,NA
401-500,Italy,University of Genoa,null,34.2,56.2,64.5,20.9,NA
401-500,Germany,University of Greifswald,null,29.7,69.6,75.6,14.8,NA
401-500,Germany,University of Hannover,null,35.1,56.7,66.1,18.1,NA
401-500,SouthAfrica,University of KwaZulu-Natal,null,31.9,55.8,69.7,13.7,NA
401-500,UnitedStates,University of Louisville,null,28.1,59.2,69,24.3,NA
401-500,Italy,University of Milan - Bicocca,null,31.6,58.6,66.8,22,NA
401-500,UnitedStates,University of Oklahoma - Norman,null,28,67.7,76,20.5,NA
401-500,Italy,University of Pavia,null,28.5,59.2,67.2,17.7,NA
401-500,Italy,University of Perugia,null,28.1,74.8,58.8,16.7,NA
401-500,SouthAfrica,University of Pretoria,null,34.6,63.3,72.3,14.8,NA
401-500,Italy,University of Roma - Tor Vergata,null,30.5,63.9,61.5,21.3,NA
401-500,Germany,University of Rostock,null,30.6,58.5,61.9,23,NA
401-500,Spain,University of Salamanca,null,28.8,61.2,73.2,15.8,NA
401-500,Tunisia,University of Sfax,null,35.2,56.7,72.4,10.4,NA
401-500,SouthKorea,University of Ulsan,null,30.4,54.1,51.9,21.3,NA
401-500,Croatia,University of Zagreb,null,37.8,55.9,69.2,13.7,NA
401-500,China,Wenzhou Medical University,null,36.8,58.1,49.6,18.1,NA
401-500,China,Yangzhou University,null,37.7,59.1,49,22,NA
401-500,SouthKorea,Yeungnam University,null,34.2,62.5,62.8,14.8,NA
401-500,China,Zhejiang Gongshang University,null,28.8,59.4,47.6,22.7,NA
401-500,China,Zhengzhou University,null,39,56.9,39.7,25.6,NA
aerospace-engineering,2019,,,,,,,
1,China,Beihang University,270.8,100,82.8,49.6,78.1,NA
2,UnitedStates,Georgia Institute of Technology,231,55.6,67.2,41.6,100,NA
3,China,Harbin Institute of Technology,227.9,67.6,92.1,52,57.7,NA
4,China,National University of Defense Technology,227.1,72.2,88.2,40.7,58.6,NA
5,UnitedStates,California Institute of Technology,224.2,45.8,79.4,50.4,88.9,NA
6,UnitedStates,University of Michigan-Ann Arbor,223.9,44.8,85.2,55.1,82.8,NA
7,China,Northwestern Polytechnical University,209.5,67.5,77.7,45.5,55.2,NA
8,UnitedStates,Purdue University - West Lafayette,207.5,40.9,72,50.3,84.5,NA
9,China,Nanjing University of Aeronautics and Astronautics,205.3,65.4,70.6,42.4,60.9,NA
10,Netherlands,Delft University of Technology,202.8,51,74.1,80,61.7,NA
11,UnitedStates,"University of Maryland, College Park",193.1,40.4,74.4,42.7,69.7,NA
12,UnitedStates,Massachusetts Institute of Technology (MIT),191.2,41,77.5,54.6,61.7,NA
13,China,Beijing Institute of Technology,187.6,53.3,78.5,50.4,45.8,NA
14,China,Tsinghua University,187.2,44.8,78.3,44.2,55.2,NA
