World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
401-500,Greece,Aristotle University of Thessaloniki,null,29,55.6,76.9,0,0
401-500,China,Beijing Jiaotong University,null,31.3,58.9,49.1,0,0
401-500,China,Beijing Normal University,null,28.1,68.1,39.3,0,0
401-500,China,Beijing University of Technology,null,44.6,52.1,46.2,0,0
401-500,Egypt,Cairo University,null,26,62,68.6,0,0
401-500,UnitedKingdom,Cardiff University,null,23.9,65,78.6,0,0
401-500,China,China University of Geosciences (Beijing),null,32.2,62.6,47.9,0,0
401-500,China,China University of Mining and Technology (Xuzhou),null,29.7,52.4,41.2,14,0
401-500,China,China University of Petroleum - Beijing,null,24.8,67.4,50.3,0,0
401-500,China,China University of Petroleum (Huadong),null,31.4,59.2,52,0,0
401-500,SouthKorea,Chungnam National University,null,39.6,51.4,50.9,0,0
401-500,UnitedStates,Colorado School of Mines,null,31.1,62.6,63.8,0,0
401-500,SouthKorea,Dankook University,null,32.4,60.6,51.2,0,0
401-500,Brazil,Federal University of Minas Gerais,null,29.4,57.7,67.9,0,0
401-500,Brazil,Federal University of Parana,null,23.7,52.8,61.6,14,0
401-500,China,Fourth Military Medical University,null,21.5,70.1,54.4,0,0
401-500,SouthKorea,Gyeongsang National University,null,32.4,56.2,60,0,0
401-500,China,Hangzhou Dianzi University,null,20,70.6,46.6,0,0
401-500,Belgium,Hasselt University,null,19.4,66.6,87,0,0
401-500,China,Heilongjiang University,null,25,69.4,31.5,0,0
401-500,China,Hubei University,null,28.1,62.3,57.1,0,0
401-500,India,Indian Institute of Technology Bombay,null,39.1,53.4,54.3,0,0
401-500,India,Indian Institute of Technology Delhi,null,41.4,53.4,47.8,0,0
401-500,Iran,Iran University of Science & Technology,null,42,55.6,47.1,0,0
401-500,China,Jinan University,null,28.9,68.1,37,0,0
401-500,SaudiArabia,King Fahd University of Petroleum & Minerals,null,29.5,57.4,76.5,0,0
401-500,SouthKorea,Konkuk University,null,34,63.4,50.6,0,0
401-500,SouthKorea,Kyungpook National University,null,38.6,50.8,54.2,0,0
401-500,Canada,Laval University,null,30.2,62,70.8,0,0
401-500,UnitedStates,Louisiana State University - Baton Rouge,null,32.9,62,62.3,0,0
401-500,Italy,Marche Polytechnic University,null,20.1,69.4,59.8,0,0
401-500,UnitedStates,Michigan Technological University,null,26.5,62.9,66.3,0,0
401-500,France,MINES ParisTech,null,28.9,59.8,65.8,0,0
401-500,Russia,Moscow Institute of Physics and Technology,null,19.9,51.8,78.4,14,0
401-500,China-Taiwan,National Sun Yat-Sen University,null,35,48,52.5,14,0
401-500,China-Taiwan,National Taiwan University of Science and Technology,null,42.7,53.7,49,0,0
401-500,China,National University of Defense Technology,null,35.8,59.5,37.3,0,0
401-500,Malaysia,National University of Malaysia,null,35.5,52.1,63.1,0,0
401-500,Portugal,New University of Lisbon,null,27.4,59.2,70.5,0,0
401-500,China,Northwest Normal University - China,null,22.3,71.3,36.5,0,0
401-500,China,Northwest University,null,27.5,70.1,47.1,0,0
401-500,China,Ocean University of China,null,26.1,68.6,37.5,0,0
401-500,Spain,Polytechnic University of Madrid,null,35.8,53.7,62.5,0,0
401-500,Poland,Poznan University of Technology,null,22.3,57.7,55.4,14,0
401-500,UnitedKingdom,Queen's University Belfast,null,25.3,60.9,89.2,0,0
401-500,China,Shaanxi Normal University,null,32.8,61.8,40,0,0
401-500,China,Shanghai Normal University,null,24.4,69.6,42.5,0,0
401-500,India,Shivaji University,null,27.1,66.8,67.1,0,0
401-500,SouthKorea,Sogang University,null,29.6,53.4,53,14,0
401-500,China,South China Normal University,null,29.9,65,43.6,0,0
401-500,UnitedKingdom,Swansea University,null,23.8,62.6,71.7,0,0
401-500,China,Taiyuan University of Technology,null,44.1,52.4,40,0,0
401-500,Germany,Technical University of Dortmund,null,22.1,55.9,60.8,14,0
401-500,Canada,The University of Calgary,null,23.9,63.1,66.9,0,0
401-500,UnitedStates,The University of Texas at San Antonio,null,24,60.9,83,0,0
401-500,Japan,Tokyo Metropolitan University,null,21,54.7,55.3,14,0
401-500,Brazil,UNESP,null,38.2,50.1,61,0,0
401-500,Tunisia,Universite de Sfax,null,25.3,60.1,92,0,0
401-500,Malaysia,Universiti Teknologi Malaysia,null,41.3,49.7,75.4,0,0
401-500,Ireland,University College Cork,null,26.8,58.3,77.9,0,0
401-500,Ireland,University College Dublin,null,20.4,71.1,77,0,0
401-500,UnitedStates,University of Arkansas at Fayetteville,null,21.4,56.5,74.2,14,0
401-500,Germany,University of Bremen,null,26.8,61.5,76.4,0,0
401-500,Brazil,University of Campinas,null,37.6,51.1,60.4,0,0
401-500,Czech,"University of Chemistry & Technology, Prague",null,29.2,59.2,60.2,0,0
401-500,Portugal,University of Coimbra,null,33.2,57.1,73.1,0,0
401-500,UnitedKingdom,University of Exeter,null,22.1,67.6,82.5,0,0
401-500,Germany,University of Hannover,null,31.2,59.8,67.6,0,0
401-500,Greece,University of Ioannina,null,22.1,64.5,84.6,0,0
401-500,China,University of Jinan,null,35.5,58,41.3,0,0
401-500,UnitedStates,University of Kentucky,null,30.1,60.1,64.1,0,0
401-500,Belgium,University of Namur,null,20.6,62.3,86,0,0
401-500,France,University of Nantes,null,31.7,60.6,73.3,0,0
401-500,UnitedStates,University of Oklahoma - Norman,null,19.4,58.9,67.3,14,0
401-500,Finland,University of Oulu,null,23.2,62,75.7,0,0
401-500,Czech,University of Pardubice,null,19.8,53.7,74.5,14,0
401-500,Italy,University of Perugia,null,22.1,70.3,74.5,0,0
401-500,Italy,University of Roma - Tor Vergata,null,30,60.6,73.5,0,0
401-500,Italy,University of Salento,null,25.3,65.3,50.3,0,0
401-500,Canada,University of Saskatchewan,null,26.9,61.5,82.5,0,0
401-500,Germany,University of Tuebingen,null,21.4,63.9,77,0,0
401-500,Finland,University of Turku,null,20.7,68.1,83,0,0
401-500,SouthKorea,University of Ulsan,null,30.8,59.2,56.9,0,0
401-500,Spain,University of Valencia,null,25.4,62.6,80.4,0,0
401-500,Malaysia,University Putra Malaysia,null,37.3,52.1,67.7,0,0
401-500,UnitedStates,Virginia Commonwealth University,null,23.3,63.7,64.1,0,0
401-500,Poland,Warsaw University of Technology,null,34.7,52.8,68.3,0,0
401-500,Japan,Waseda University,null,30.2,65.8,58.4,0,0
401-500,UnitedStates,West Virginia University,null,23.2,64.5,61.6,0,0
401-500,China,Xiangtan University,null,37.3,61.2,45.9,0,0
401-500,Japan,Yamagata University,null,23.6,64.7,58.7,0,0
401-500,China,Yanshan University,null,42.2,52.8,47.2,0,0
401-500,SouthKorea,Yeungnam University,null,38.5,53.1,56.5,0,0
401-500,China,Zhejiang Sci-Tech University,null,30.7,61.2,50,0,0
401-500,China,Zhejiang University of Technology,null,31.9,59.2,46.1,0,0
nanoscience-nanotechnology,2017,,,,,,,
1,Singapore,Nanyang Technological University,297.3,100,81.7,78.2,100,NA
2,UnitedStates,Massachusetts Institute of Technology (MIT),270.6,87.1,78.8,75.1,89.7,NA
3,UnitedStates,Georgia Institute of Technology,260.1,80.6,79.5,77.3,84.5,NA
4,UnitedStates,"University of California, Berkeley",258.9,81.8,78,73.9,84.3,NA
5,Singapore,National University of Singapore,255.7,86.2,72.5,74.5,82.1,NA
6,China,Tsinghua University,254.5,88,72.9,57.7,82.1,NA
7,China,Peking University,250.3,84.1,71.4,57.4,83.4,NA
8,UnitedStates,Stanford University,249.5,70.1,90.1,68.6,75.6,NA
9,China,University of Science and Technology of China,242.8,76.9,77.6,56.3,77.1,NA
10,SouthKorea,Seoul National University,240.3,84.5,65,54.8,79.9,NA
11,SouthKorea,Korea Advanced Institute of Science and Technology,239.6,80,69.3,54.6,79.4,NA
12,UnitedStates,Harvard University,238.2,72.3,76.5,74.8,74.4,NA
13,China,Fudan University,231.6,71.6,78.3,61.6,69.3,NA
14,UnitedStates,Northwestern University,229.7,69.1,73.5,65.3,74.1,NA
15,China,Zhejiang University,228.9,74.9,71.8,66.2,69,NA
16,UnitedStates,Rice University,228.8,57.6,91.2,69.5,66.1,NA
17,Switzerland,Swiss Federal Institute of Technology Lausanne,225.9,66.8,80.7,86.2,61.2,NA
18,SouthKorea,Sungkyunkwan University,225.5,80.2,65.2,52.2,69.7,NA
18,UnitedStates,"University of California, Los Angeles",225.5,62.6,84.8,71.7,63.8,NA
20,UnitedKingdom,University of Cambridge,222.5,68.3,70.2,89.5,66.1,NA
21,UnitedStates,University of Chicago,220.5,66.8,73.8,65.5,66.7,NA
22,China,Jilin University,219.2,76.5,63.3,53.9,68.7,NA
23,UnitedStates,The University of Texas at Austin,217.9,62,83,63,60.2,NA
24,China,Soochow University (China),216.9,64.5,76.2,56.8,64.9,NA
25,China,Shanghai Jiao Tong University,215.2,78.8,66.6,57.5,58.3,NA
26,UnitedStates,University of Illinois at Urbana-Champaign,214.7,65.8,69.1,65.5,66.7,NA
27,China,Nanjing University,214.2,71.4,67.7,53.6,64.4,NA
28,UnitedKingdom,University of Oxford,212.7,54.2,86.6,84.7,55,NA
29,SouthKorea,Pohang University of Science and Technology,211.6,70.5,65.4,57.8,64.1,NA
30,Switzerland,Swiss Federal Institute of Technology Zurich,207,62.3,67.5,80.4,61.2,NA
31,SouthKorea,Korea University,204.5,71,60.2,55.7,62.1,NA
32,China-Taiwan,National Taiwan University,203.9,74.4,58.6,52.4,60.5,NA
33,SouthKorea,Yonsei University,203.6,70.1,57.9,51.1,65.4,NA
34,China,Huazhong University of Science and Technology,202.3,63.1,74.2,58.5,53.3,NA
35,China-Taiwan,National Tsing Hua University,198.3,68.3,60.4,53.4,58.9,NA
36,UnitedStates,Pennsylvania State University - University Park,197.9,60.1,68.1,71.4,55.5,NA
37,UnitedStates,"University of California, Santa Barbara",197.6,49,83.5,68.3,51.4,NA
38,UnitedKingdom,"The Imperial College of Science, Technology and Medicine",197.4,54,72,85.5,54.3,NA
39,China,Xiamen University,195.7,55.6,74.9,63.4,52.5,NA
40,UnitedStates,University of Washington,195.5,50.5,80.9,68.4,50.5,NA
41,UnitedStates,University of Michigan-Ann Arbor,195,62.2,63.5,65.3,56.2,NA
42,SouthKorea,Ulsan National Institute of Science and Technology,194.3,47,81.9,65.1,52.4,NA
43,China,Harbin Institute of Technology,191.5,70.4,60.7,60.6,48.4,NA
44,China-HongKong,City University of Hong Kong,191.4,59.6,67.3,59.1,52.7,NA
45,China,Wuhan University,190.8,56.1,70.2,50.3,54.4,NA
46,Japan,The University of Tokyo,189.5,66.2,58.6,60,52.7,NA
47,China,Sun Yat-sen University,187.4,53,74,49.3,50.6,NA
47,UnitedStates,University of Pennsylvania,187.4,47.4,76.5,57.6,52,NA
49,Germany,TU Dresden,186.6,54.6,65.4,78.5,50.9,NA
50,UnitedStates,Cornell University,185.9,48.8,74.2,64.4,50,NA
51-75,China,Beihang University,null,53.8,64.6,54.9,45.7,NA
51-75,UnitedStates,Columbia University,null,42.1,77.8,76.3,45.2,NA
51-75,Netherlands,Delft University of Technology,null,51.7,68.7,83.3,42.1,NA
51-75,SouthKorea,Hanyang University,null,68.7,54.2,57.5,48.9,NA
51-75,Germany,Karlsruhe Institute of Technology (KIT),null,56.7,61.1,77,47.8,NA
51-75,SaudiArabia,King Abdulaziz University,null,51.6,70.8,100,39.6,NA
51-75,SaudiArabia,King Abdullah University of Science and Technology,null,47.5,74.7,86.7,45.7,NA
51-75,Australia,Monash University,null,50.4,69.6,79.6,43.4,NA
51-75,China,Nankai University,null,49.4,75.1,52.4,48.6,NA
51-75,China-Taiwan,National Chiao Tung University,null,59.9,59.1,58.9,50.3,NA
51-75,UnitedStates,North Carolina State University - Raleigh,null,50.3,69.1,61.4,46.9,NA
51-75,France,Pierre and Marie  Curie University - Paris 6,null,58.8,56.7,78.5,50.1,NA
51-75,UnitedStates,Purdue University - West Lafayette,null,54.4,66.6,58.8,50.5,NA
51-75,China,Shandong University,null,56.2,70.4,50.2,48.2,NA
51-75,China,South China University of Technology,null,53.5,68.7,58.2,46.4,NA
51-75,China,Southeast University,null,66,60.7,46.2,45.8,NA
51-75,China-HongKong,The Hong Kong University of Science and Technology,null,47.8,74.9,59.5,46.3,NA
51-75,China,Tianjin University,null,56.9,66.8,60,48.7,NA
51-75,Japan,Tohoku University,null,66.2,55.7,71.5,45.2,NA
51-75,France,Universit? Grenoble Alpes,null,58.5,58.6,75.5,45.2,NA
51-75,UnitedStates,"University of California, San Diego",null,50.6,66.8,69.1,50.8,NA
51-75,UnitedStates,"University of Maryland, College Park",null,53.3,67.9,60.6,48.1,NA
51-75,Canada,University of Toronto,null,50.5,70.8,71.4,47.7,NA
51-75,UnitedStates,University of Wisconsin - Madison,null,50.1,66.4,63.6,50.8,NA
51-75,China,Xian Jiao Tong University,null,60.2,56.9,61.5,45.3,NA
76-100,China,Beijing Institute of Technology,null,47.3,73.8,62.4,40.4,NA
76-100,China,Beijing University of Chemical Technology,null,45.7,68.9,48.8,44.7,NA
76-100,UnitedStates,California Institute of Technology,null,44.3,72.3,71.1,41.6,NA
76-100,UnitedStates,Case Western Reserve University,null,37.1,82.9,73.3,37.2,NA
76-100,China,Dalian University of Technology,null,56.2,61.8,60.3,38.1,NA
76-100,China,East China University of Science and Technology,null,47.3,72.9,55.4,42.9,NA
76-100,China,Fuzhou University,null,39,85.5,42.7,40.3,NA
76-100,China,Hunan University,null,47.5,68.9,48.8,45.2,NA
76-100,Japan,Kyoto University,null,58.5,55,64.4,42,NA
76-100,China,Lanzhou University,null,46.1,68.7,55.6,42.1,NA
76-100,Sweden,Lund University,null,45,62.2,90.3,43.7,NA
76-100,Japan,Osaka University,null,61.5,51.7,59.1,43.1,NA
76-100,China,Sichuan University,null,55.8,61.1,47.7,44.4,NA
76-100,Germany,Technical University Munich,null,45,63.3,83.2,44,NA
76-100,Denmark,Technical University of Denmark,null,50.7,62.6,81.4,38.1,NA
76-100,China-HongKong,The Hong Kong Polytechnic University,null,45,68.9,50.1,42.9,NA
76-100,UnitedKingdom,The University of Manchester,null,39.5,72.9,87.4,38.1,NA
76-100,Australia,The University of Queensland,null,47.6,68.7,80.9,39.5,NA
76-100,UnitedKingdom,University College London,null,48.6,61.8,84.8,44.1,NA
76-100,UnitedStates,"University of Minnesota, Twin Cities",null,47.3,65.8,63.9,44.5,NA
76-100,Germany,University of Munich,null,39.8,74.4,76.2,40.9,NA
76-100,China,University of Science and Technology Beijing,null,53.3,60.4,61.7,41.4,NA
76-100,UnitedStates,University of Southern California,null,45.5,71.4,67.5,41.8,NA
76-100,Australia,University of Wollongong,null,40.8,73.8,87,37.1,NA
76-100,China,Wuhan University of Technology,null,40.7,79.5,66.6,36,NA
101-150,Finland,Aalto University,null,41.3,62,84.2,36.6,NA
101-150,Denmark,Aarhus University,null,37.3,59.7,92.6,38.2,NA
101-150,Spain,Autonomous University of Barcelona,null,49,53.2,82.4,39.6,NA
101-150,UnitedStates,Brown University,null,35.2,74.7,73.6,34.6,NA
101-150,UnitedStates,Carnegie Mellon University,null,37.8,69.8,63.2,33.4,NA
101-150,China,Central South University,null,52.8,58.6,53.9,32,NA
101-150,China,Donghua University,null,35.9,71.4,67,34.6,NA
101-150,UnitedStates,Drexel University,null,33.7,77.1,69.5,31.2,NA
101-150,UnitedStates,Duke University,null,36.7,74.9,73.4,38.7,NA
101-150,Netherlands,Eindhoven University of Technology,null,41.2,62.9,80.2,36.9,NA
101-150,SouthKorea,Gwangju Institute of Science and Technology,null,43.5,67.5,56.9,39.2,NA
101-150,China,Huazhong Normal University,null,24.5,96.7,56.4,24.7,NA
101-150,Sweden,KTH Royal Institute of Technology,null,49.7,57.9,87.2,37.5,NA
101-150,Belgium,KU Leuven,null,56.7,54.2,82.1,38.9,NA
101-150,SouthKorea,Kyung Hee University,null,46.6,68.5,61.7,39,NA
101-150,Canada,McGill University,null,44.6,58.4,66.1,35.8,NA
101-150,China,Nanjing University of Posts and Telecommunications,null,31.1,80.5,59.8,30.2,NA
101-150,China-Taiwan,National Cheng Kung University,null,59.8,47.8,42.7,38.7,NA
101-150,UnitedStates,Princeton University,null,37.5,68.3,62.1,34.7,NA
101-150,UnitedStates,Rensselaer Polytechnic Institute,null,35.9,68.1,74.3,33.5,NA
101-150,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,34,71.6,70,33.1,NA
101-150,China,Shanghai University,null,43.4,63.3,59.8,38.4,NA
101-150,China,Southwest University,null,35.9,72.9,43.9,38.9,NA
101-150,UnitedStates,Texas A&M University,null,46.5,60.9,66.7,38.4,NA
101-150,Australia,The Australian National University,null,32.7,69.3,86.6,32.9,NA
101-150,China-HongKong,The Chinese University of Hong Kong,null,37.8,74.9,61.9,39.9,NA
101-150,Australia,The University of Melbourne,null,38,67.5,74.5,40.9,NA
101-150,Australia,The University of New South Wales,null,45.1,62,83.1,37.9,NA
101-150,UnitedStates,The University of Texas at Dallas,null,38.9,68.3,68.4,33.9,NA
101-150,China,Tongji University,null,44.3,67.3,57.4,38.8,NA
101-150,Ireland,Trinity College Dublin,null,39.3,66.2,86.1,37.2,NA
101-150,Spain,Universitat Jaume I,null,23.6,100,94.4,21.6,NA
101-150,UnitedStates,"University of California, Davis",null,42.7,57.9,69.6,37.5,NA
101-150,UnitedStates,"University of California, Riverside",null,40.8,72.9,61.8,40.1,NA
101-150,UnitedStates,"University of California, Santa Cruz",null,27.6,92.5,75.5,27.8,NA
101-150,UnitedStates,University of Colorado at Boulder,null,40.3,68.7,55,43.2,NA
101-150,Germany,University of Erlangen-Nuremberg,null,46.9,62.4,73.6,40.4,NA
101-150,UnitedStates,University of Florida,null,48.6,62.6,66.4,41.9,NA
101-150,UnitedStates,University of Massachusetts Amherst,null,37.5,69.8,63.4,41.2,NA
101-150,UnitedStates,University of Nebraska - Lincoln,null,34.3,73.3,79.3,34.6,NA
101-150,UnitedStates,University of North Carolina at Chapel Hill,null,37.7,67.5,49.4,37,NA
101-150,UnitedStates,University of Notre Dame,null,37.6,71.8,54.2,33.4,NA
101-150,France,University of Paris-Sud (Paris 11),null,46.4,63.7,78.1,38.5,NA
101-150,UnitedStates,"University of Pittsburgh, Pittsburgh Campus",null,40.2,65.4,66.5,37.1,NA
101-150,France,University of Strasbourg,null,39.6,62.6,87.8,39.9,NA
101-150,UnitedStates,University of Tennessee - Knoxville,null,43.7,62.2,66.9,36.9,NA
101-150,Canada,University of Waterloo,null,45.8,59.7,71.4,34.7,NA
101-150,Sweden,Uppsala University,null,43.4,62.6,85.2,33.5,NA
101-150,UnitedStates,Vanderbilt University,null,37.4,76.7,60.9,36.5,NA
101-150,UnitedStates,Washington University in St. Louis,null,31.2,79.8,60.2,32.3,NA
101-150,Israel,Weizmann Institute of Science,null,33.6,70,79.3,36.3,NA
151-200,UnitedStates,Arizona State University,null,45.2,57.4,58.2,37.4,NA
151-200,Spain,Autonomous University of Madrid,null,37.5,58.4,84.8,32,NA
151-200,UnitedStates,Boston University,null,33.5,63.5,70.7,32.5,NA
151-200,Sweden,Chalmers University of Technology,null,41.8,56,85.7,35,NA
151-200,China,Chongqing University,null,48.2,58.8,53,28.6,NA
151-200,UnitedStates,Emory University,null,29.8,74,70.3,32.5,NA
151-200,Germany,Free University Berlin,null,32.2,62.6,79.8,31.6,NA
151-200,Belgium,Ghent University,null,35,64.6,85.3,29.4,NA
151-200,Australia,Griffith University,null,25.6,75.5,93,21.8,NA
151-200,China,Harbin Engineering University,null,27.6,81.9,43.6,23.8,NA
151-200,China-HongKong,Hong Kong Baptist University,null,23.1,85.8,59.8,22.2,NA
151-200,India,Indian Institute of Science,null,49.1,53.5,55.6,33.8,NA
151-200,UnitedStates,Iowa State University,null,37.3,58.6,68.7,33.7,NA
151-200,UnitedStates,Johns Hopkins University,null,37.8,64.4,65.7,34.5,NA
151-200,SouthKorea,Konkuk University,null,33.5,70.8,60.9,30.3,NA
151-200,Japan,Kyushu University,null,44,56.2,59.3,31.3,NA
151-200,Sweden,Linkoping University,null,36.7,64.8,86.7,33,NA
151-200,China,NanJing Tech University,null,36.9,67.7,56.1,35.1,NA
151-200,China,Nanjing University of Aeronautics and Astronautics,null,34.5,72.9,57,28.9,NA
151-200,China,Nanjing University of Science and Technology,null,35.2,65.8,66.1,28,NA
151-200,Italy,Polytechnic Institute of Milan,null,36.8,62,74.5,30.2,NA
151-200,SouthKorea,Pusan National University,null,49,50.1,53.9,32.3,NA
151-200,Germany,RWTH Aachen University,null,44.6,56.2,68,35.1,NA
151-200,Italy,Sapienza University of Rome,null,35.5,63.7,72.2,27.8,NA
151-200,Israel,Technion-Israel Institute of Technology,null,36.2,59.3,74.1,32.5,NA
151-200,Israel,The Hebrew University of Jerusalem,null,36.8,63.7,74.5,36,NA
151-200,Australia,The University of Adelaide,null,26.6,79.3,72.7,24,NA
151-200,China-HongKong,The University of Hong Kong,null,38.2,70.2,59,31.5,NA
151-200,Japan,Tokyo Institute of Technology,null,52.9,47.6,60.8,36.6,NA
151-200,UnitedStates,"University at Buffalo, the State University of New York",null,34.7,67.1,79,32.5,NA
151-200,Canada,University of Alberta,null,43.7,56.9,65.7,34.1,NA
151-200,Belgium,University of Antwerp,null,33.3,62.9,93.7,31.8,NA
151-200,Spain,University of Barcelona,null,40.4,54,84.9,33.8,NA
151-200,UnitedKingdom,University of Bath,null,24.6,83.4,80.1,21.2,NA
151-200,UnitedStates,"University of California, Irvine",null,39.1,55.5,68.9,33.3,NA
151-200,Denmark,University of Copenhagen,null,32.8,63.5,89.2,32,NA
151-200,Netherlands,University of Groningen,null,31.9,67.7,86.8,33.5,NA
151-200,UnitedStates,University of Houston,null,33.5,63.9,72.5,33.1,NA
151-200,China,University of Jinan,null,37.5,69.1,42,33.3,NA
151-200,Germany,University of Mainz,null,28.8,68.9,80.2,28.8,NA
151-200,Germany,University of Muenster,null,33.5,61.1,84.9,30.7,NA
151-200,UnitedKingdom,University of Southampton,null,40.9,63.3,85.5,25.5,NA
151-200,Germany,University of Stuttgart,null,32.5,67.3,81.7,30.6,NA
151-200,Australia,University of Sydney,null,37.8,62.4,84.5,30.4,NA
151-200,Spain,University of the Basque Country,null,38.7,61.8,91,32.6,NA
151-200,Netherlands,University of Twente,null,45.3,51.4,74.8,35.5,NA
151-200,UnitedStates,University of Wisconsin-Milwaukee,null,24.9,85,52.9,24.9,NA
151-200,Spain,University of Zaragoza,null,36.9,59.7,80.7,31,NA
151-200,Netherlands,Utrecht University,null,30.7,66.8,88.2,28.1,NA
151-200,UnitedStates,Yale University,null,36.2,67.3,66.1,35,NA
201-300,France,Aix Marseille University,null,42.4,52.2,76.5,30.6,NA
201-300,Israel,Bar-Ilan University,null,31.6,64.4,65.8,26.2,NA
201-300,China,Beijing Normal University,null,27.3,67.1,46.6,27.8,NA
201-300,China,Beijing University of Technology,null,33.8,58.6,57.4,27.3,NA
201-300,Turkey,Bilkent University,null,31.4,62,78.7,28.8,NA
201-300,Germany,Chemnitz University of Technology,null,32.4,62.9,73.8,26.5,NA
201-300,SouthKorea,Chonbuk National University,null,45.6,49.5,64.1,29.7,NA
201-300,SouthKorea,Chung-Ang University,null,37.9,52.7,40.6,29.5,NA
201-300,SouthKorea,Chungnam National University,null,38.3,54,52.8,28.1,NA
201-300,France,Claude Bernard University Lyon 1,null,40.5,52.5,74.4,29.4,NA
201-300,UnitedStates,Clemson University,null,33.8,56.2,62.4,28.6,NA
201-300,Spain,Complutense University of Madrid,null,33.6,53.2,77.8,28.3,NA
201-300,Australia,Deakin University,null,32.9,63.3,78.4,22.2,NA
201-300,China,East China Normal University,null,34.2,63.3,57.5,30.4,NA
201-300,France,ESPCI ParisTech,null,23.1,74,74.4,22.2,NA
201-300,SouthKorea,Ewha Womans University,null,31.8,62.2,64.2,28,NA
201-300,UnitedStates,Florida State University,null,28.8,61.5,57.1,27.5,NA
201-300,Austria,Graz University of Technology,null,26.5,60.4,90.5,25.3,NA
201-300,China,Hefei University of Technology,null,31.6,60,57.9,26,NA
201-300,Germany,Heidelberg University,null,31.6,58.8,68,30.6,NA
201-300,Japan,Hokkaido University,null,43,54,61.2,31.9,NA
201-300,Germany,Humboldt University of Berlin,null,32.8,57.4,76.5,30.3,NA
201-300,India,Indian Institute of Technology Kharagpur,null,43.1,49.2,49.6,24.2,NA
201-300,SouthKorea,INHA University,null,42.8,50.1,41.6,29.1,NA
201-300,France,Institut National Polytechnique de Grenoble,null,42.5,54.7,75.4,26.7,NA
201-300,China,Jiangnan University,null,27.3,67.3,39.4,26.5,NA
201-300,China,Jiangsu University,null,38.2,56.9,43.1,24.2,NA
201-300,China,Jinan University,null,28,67.5,48.5,21.8,NA
201-300,Austria,Johannes Kepler University Linz,null,27.5,63.7,92.9,23.8,NA
201-300,SaudiArabia,King Saud University,null,42.4,49,95.6,23.6,NA
201-300,UnitedKingdom,King's College London,null,23,69.8,75.5,22.7,NA
201-300,Netherlands,Leiden University,null,24.9,63.9,87.5,22,NA
201-300,France,LILLE 1 University - Science and Technology,null,38.7,51.7,77.9,25.1,NA
201-300,UnitedStates,Michigan State University,null,33,68.3,58.2,25.6,NA
201-300,Russia,Moscow State University,null,34.7,51.7,87.8,23,NA
201-300,Japan,Nagoya University,null,42.8,47,61.5,29.5,NA
201-300,China,Northeast Normal University,null,29.9,70.4,34.1,28.3,NA
201-300,UnitedStates,Northeastern University,null,37.2,61.8,67.4,28.8,NA
201-300,China,Northeastern University(China),null,38.6,57.9,67.6,22.2,NA
201-300,China,Northwestern Polytechnical University,null,47.1,52.7,54.9,20.8,NA
201-300,France,Paul Sabatier University (Toulouse 3),null,36.6,53,71.7,28,NA
201-300,China,Qingdao University of Science & Technology,null,29.2,67.5,43.6,30,NA
201-300,Australia,RMIT University,null,26.5,68.5,74.1,23.6,NA
201-300,Japan,Shinshu University,null,30,60.4,86.8,24.4,NA
201-300,Singapore,Singapore University of Technology and Design,null,22.9,69.3,87.3,21.6,NA
201-300,UnitedStates,Stony Brook University,null,29.1,61.5,71.5,25.8,NA
201-300,Germany,Technical University Darmstadt,null,36.5,59.3,73.3,28.3,NA
201-300,Germany,Technical University of Berlin,null,32.2,61.3,75.8,24,NA
201-300,Israel,Tel Aviv University,null,33.1,55.5,69.6,31,NA
201-300,UnitedStates,The Ohio State University - Columbus,null,40.7,55,59.9,29.9,NA
201-300,UnitedStates,The University of Akron,null,28.9,68.7,64.3,30.3,NA
201-300,UnitedStates,The University of New Mexico - Albuquerque,null,31.8,63.5,56.5,27.8,NA
201-300,Ireland,University College Cork,null,32.3,52.2,82.1,25.1,NA
201-300,Netherlands,University of Amsterdam,null,23.3,67.3,94.6,21,NA
201-300,Switzerland,University of Basel,null,28.3,60.4,89.4,29.9,NA
201-300,Germany,University of Bayreuth,null,27.3,61.1,83,29.1,NA
201-300,UnitedKingdom,University of Birmingham,null,35.1,58.1,82.2,28.6,NA
201-300,Italy,University of Bologna,null,33,52.7,74.2,26.7,NA
201-300,Germany,University of Bremen,null,28.8,60.4,87,24,NA
201-300,UnitedKingdom,University of Bristol,null,31.8,53,82.9,28.9,NA
201-300,Canada,University of British Columbia,null,36,51.1,72.9,24.6,NA
201-300,UnitedStates,University of Central Florida,null,37.8,57.7,68.1,29.7,NA
201-300,UnitedStates,University of Connecticut,null,31.5,59.1,57.5,26.3,NA
201-300,UnitedStates,University of Delaware,null,32.1,66,67.4,27.5,NA
201-300,Germany,University of Duisburg-Essen,null,31.9,58.1,76,23.6,NA
201-300,China,University of Electronic Science and Technology of China,null,43.3,51.9,70,29.4,NA
201-300,Germany,University of Freiburg,null,37.9,54.2,70.5,26.8,NA
201-300,Switzerland,University of Geneva,null,24.8,69.8,87.9,23.6,NA
201-300,Germany,University of Hamburg,null,29.4,56.7,83.9,28.5,NA
201-300,Finland,University of Helsinki,null,26,60.2,84.3,23.8,NA
