World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
301-400,China,University of Electronic Science and Technology of China,null,51.2,57.3,42.6,0,0
301-400,Austria,University of Graz,null,35.2,63.6,81.7,0,0
301-400,UnitedStates,University of Houston,null,37.8,60.7,73,0,0
301-400,Greece,University of Ioannina,null,31.8,66.1,89.9,0,0
301-400,Germany,University of Jena,null,42.2,61.4,71.6,0,0
301-400,Italy,University of L'Aquila,null,31.3,67.1,70.4,0,0
301-400,Morocco,University of Marrakech Cadi Ayyad,null,26.6,69.2,86.3,0,0
301-400,Italy,University of Messina,null,37.2,60.2,65.3,0,0
301-400,France,University of Montpellier,null,47.3,54.5,68.8,0,0
301-400,France,University of Nantes,null,34.1,47.3,73.3,19.6,0
301-400,Serbia,University of Nis,null,45.9,56.3,65.3,0,0
301-400,UnitedStates,University of Notre Dame,null,43.5,60,63.8,0,0
301-400,UnitedStates,University of Oregon,null,37,60.9,63.5,0,0
301-400,Norway,University of Oslo,null,39.4,56.8,76.2,0,0
301-400,Finland,University of Oulu,null,29.1,70.2,69.5,0,0
301-400,France,University of Rouen,null,27,50.8,79.5,19.6,0
301-400,UnitedKingdom,University of Strathclyde,null,31.7,62.3,80.9,0,0
301-400,UnitedKingdom,University of Surrey,null,27.2,54.3,75.6,19.6,0
301-400,Spain,University of the Basque Country,null,39.4,56.3,73.5,0,0
301-400,Uruguay,University of the Republic - Uruguay,null,25.2,49.6,77.5,19.6,0
301-400,Italy,University of Turin,null,42.1,57.3,59.7,0,0
301-400,Australia,University of Wollongong,null,27.7,66.1,80.9,0,0
301-400,Croatia,University of Zagreb,null,55.4,48.8,68,0,0
301-400,Spain,University of Zaragoza,null,44,51.6,68.8,0,0
301-400,UnitedStates,Utah State University,null,26.2,75.3,78.4,0,0
301-400,Japan,Waseda University,null,43.1,59.7,57.8,0,0
301-400,UnitedStates,Washington University in St. Louis,null,29.2,48.5,60.9,27.7,0
301-400,Canada,Wilfrid Laurier University,null,23.5,70.2,91.3,0,0
401-500,Romania,Alexandru Ioan Cuza University,null,43.8,47.9,63.5,0,0
401-500,China,Anhui University,null,38.4,60.5,32.3,0,0
401-500,Israel,Bar-Ilan University,null,41.8,50.8,70.6,0,0
401-500,UnitedStates,Baylor University,null,30.7,60.2,75.2,0,0
401-500,China,Beijing Jiaotong University,null,42.6,53.2,56.6,0,0
401-500,UnitedStates,Boston University,null,28.9,47.9,59.5,19.6,0
401-500,Italy,Brescia University,null,28.5,66.7,69.2,0,0
401-500,China,Capital Normal University,null,41.5,53.2,48.8,0,0
401-500,China,China University of Mining and Technology (Xuzhou),null,41.9,59.5,34.8,0,0
401-500,SouthKorea,Chung-Ang University,null,24.4,71.2,58.4,0,0
401-500,Slovakia,Comenius University in Bratislava,null,31.5,60.2,80,0,0
401-500,Netherlands,Delft University of Technology,null,35.7,53.2,80.5,0,0
401-500,UnitedKingdom,Durham University,null,38.5,48.8,77.4,0,0
401-500,UnitedStates,Emory University,null,32.7,57.6,64.5,0,0
401-500,Turkey,Fatih University,null,28.6,65.8,69.4,0,0
401-500,UnitedStates,Florida State University,null,30.8,60.2,65.3,0,0
401-500,Romania,GH Asachi Technical University,null,26.6,63.2,73.7,0,0
401-500,China,Hangzhou Normal University,null,36.8,56.6,50.1,0,0
401-500,Germany,Heidelberg University,null,38.1,50.5,64.2,0,0
401-500,China,Henan Normal University,null,43.2,54,36.4,0,0
401-500,Japan,Hiroshima University,null,38.4,51.6,55.9,0,0
401-500,China,Hunan University,null,46.1,54.3,44.3,0,0
401-500,India,Indian Statistical Institute,null,45,47,59.8,0,0
401-500,SouthKorea,INHA University,null,29.1,61.2,78.2,0,0
401-500,Iran,Iran University of Science & Technology,null,37.4,56.8,57.7,0,0
401-500,China,Jiangsu Normal University,null,40.6,53.8,44.6,0,0
401-500,Germany,Karlsruhe Institute of Technology (KIT),null,41.9,53,69.4,0,0
401-500,SouthKorea,Korea Advanced Institute of Science and Technology,null,40.2,51.3,66,0,0
401-500,Sweden,Linkoping University,null,32.3,54,80.2,0,0
401-500,Australia,Macquarie University,null,35.7,58.1,76.7,0,0
401-500,Czech,Masaryk University,null,36.1,54.8,65.2,0,0
401-500,Canada,McMaster University,null,40,51.1,84.1,0,0
401-500,Russia,Moscow Institute of Physics and Technology,null,43.3,49.4,47.1,0,0
401-500,China,Nanjing University of Aeronautics and Astronautics,null,41.7,55.1,47,0,0
401-500,Greece,National and Kapodistrian University of Athens,null,42,47.3,73.1,0,0
401-500,Argentina,National University of Cordoba,null,29.8,60,59.3,0,0
401-500,Pakistan,National University of Sciences and Technology Pakistan,null,25.6,64.1,74.4,0,0
401-500,China,Ningbo University,null,27.7,65.8,43,0,0
401-500,China,Northeast Normal University,null,39.8,58.3,36.7,0,0
401-500,Romania,Polytechnic University of Bucharest,null,41.7,50.5,57.5,0,0
401-500,Spain,Polytechnic University of Madrid,null,36.6,52.4,60.7,0,0
401-500,China,Qufu Normal University,null,42,54,47.6,0,0
401-500,China,Shanxi University,null,37.1,58.1,45.5,0,0
401-500,Slovakia,Slovak University of Technology in Bratislava,null,27.4,59.7,82.5,0,0
401-500,China,Soochow University (China),null,49.1,51.3,42.4,0,0
401-500,Ukraine,Taras Shevchenko National University Kiev,null,30.5,39.5,65.6,19.6,0
401-500,Germany,Technical University Darmstadt,null,44.9,50.2,66.1,0,0
401-500,Germany,Technical University Freiberg,null,24.8,64.3,77.2,0,0
401-500,Australia,The University of Adelaide,null,32.5,57.3,79.2,0,0
401-500,China-HongKong,The University of Hong Kong,null,41.1,54,58.6,0,0
401-500,UnitedStates,The University of Memphis,null,37.7,49.9,73.4,0,0
401-500,Australia,"The University of Newcastle, Australia",null,37.3,49.1,86.5,0,0
401-500,China,Tianjin University,null,49.3,53,34.3,0,0
401-500,Japan,Tokyo University of Science,null,37.4,54.5,50.4,0,0
401-500,Germany,TU Dresden,null,36.2,56.3,71.9,0,0
401-500,Chile,Universidad de Santiago de Chile,null,28.9,56.8,78.6,0,0
401-500,Brazil,Universidade Federal da Paraiba,null,28.6,64.1,60.1,0,0
401-500,France,Universite Blaise Pascal,null,32.3,54.5,74.7,0,0
401-500,France,Universite d'Avignon et des Pays de Vaucluse,null,23.4,44.8,73.5,19.6,0
401-500,UnitedKingdom,University of Bath,null,35.1,57.3,77.7,0,0
401-500,Italy,University of Cagliari,null,28.9,61.8,68.8,0,0
401-500,Romania,University of Craiova,null,33.9,55.6,65.9,0,0
401-500,UnitedStates,University of Delaware,null,33.6,58.5,69.4,0,0
401-500,Italy,University of Ferrara,null,25.8,64.5,62.3,0,0
401-500,UnitedStates,University of Kansas,null,33.1,60.2,69.7,0,0
401-500,Serbia,University of Kragujevac,null,24.1,65.8,75.3,0,0
401-500,Spain,University of La Laguna,null,32.4,57.8,72.2,0,0
401-500,Germany,University of Magdeburg,null,32.3,56.6,74.3,0,0
401-500,Spain,University of Murcia,null,34.2,55.6,69.1,0,0
401-500,UnitedStates,University of North Carolina at Charlotte,null,28.2,63.9,73.7,0,0
401-500,Serbia,University of Novi Sad,null,38.8,49.6,65.4,0,0
401-500,Germany,University of Oldenburg,null,26,46.4,83.6,19.6,0
401-500,NewZealand,University of Otago,null,23.6,59.3,90.8,0,0
401-500,France,University of Perpignan,null,32.8,53.8,84.8,0,0
401-500,France,University of Picardie Jules Verne,null,31.7,54.3,77.5,0,0
401-500,Portugal,University of Porto,null,39.4,51.9,72.2,0,0
401-500,Slovenia,University of Primorska,null,34.7,55.1,78.6,0,0
401-500,Canada,University of Quebec Montreal,null,25.5,60.5,82.7,0,0
401-500,Canada,University of Regina,null,27.2,58.3,77,0,0
401-500,Italy,University of Salento,null,37.1,55.6,66.2,0,0
401-500,Italy,University of Salerno,null,35.5,58.1,77.2,0,0
401-500,Malaysia,"University of Science, Malaysia",null,29.2,56.1,84.7,0,0
401-500,UnitedStates,University of South Carolina - Columbia,null,33.2,59.5,69.7,0,0
401-500,Germany,University of Stuttgart,null,43.1,52.1,68.1,0,0
401-500,UnitedKingdom,University of Sussex,null,24.3,67.7,75.3,0,0
401-500,UnitedStates,University of Tennessee - Knoxville,null,33.7,58.1,64.4,0,0
401-500,SouthAfrica,University of the Witwatersrand,null,46,43.9,78.1,0,0
401-500,France,University of Tours,null,27.7,59.3,75.7,0,0
401-500,Italy,University of Trento,null,37.2,56.3,63.2,0,0
401-500,Germany,University of Wuerzburg,null,33.2,53.2,76.2,0,0
401-500,Italy,Verona University,null,25.7,61.2,71.2,0,0
401-500,Australia,Victoria University,null,24.3,60.2,85.1,0,0
401-500,UnitedStates,Virginia Polytechnic Institute and State University,null,38.5,55.1,62.6,0,0
401-500,Canada,Western University,null,37.8,53,76.8,0,0
401-500,Poland,Wroclaw University of Technology,null,34.9,59.7,56.8,0,0
401-500,China,Yantai University,null,27.2,69.8,60.9,0,0
401-500,SouthKorea,Yonsei University,null,34.3,55.3,67.8,0,0
401-500,China,Yunnan Normal University,null,26.4,72,39.7,0,0
401-500,China,Yunnan University,null,35.3,57.8,40.3,0,0
physics,2017,,,,,,,
1,UnitedStates,Massachusetts Institute of Technology (MIT),356.6,89.8,57.8,77.6,93.5,100
2,UnitedStates,"University of California, Berkeley",337.1,94.3,58.9,80.2,85.3,82.6
3,Japan,The University of Tokyo,335.2,100,46.8,69.5,87.9,86.6
4,UnitedStates,University of Chicago,321.9,83.5,56.7,79,92,73.9
5,UnitedStates,Harvard University,319.4,89.9,56.9,83.4,77.7,78.3
6,UnitedStates,Princeton University,311.5,72.4,61.2,76.6,77.3,85.3
7,UnitedStates,Stanford University,309.4,72.4,62.1,75.7,60.9,98.9
8,UnitedStates,California Institute of Technology,289.7,86.4,59.3,83.4,63.4,64
9,UnitedStates,"University of California, Santa Barbara",285.9,60.6,65.4,77.9,56.4,87.9
10,UnitedStates,University of Colorado at Boulder,282.4,60.6,54.7,74.2,56.3,95.9
11,UnitedKingdom,The University of Manchester,276.2,58.8,56.7,88.9,52.4,90.5
12,France,University of Paris-Sud (Paris 11),275.3,80.5,52.2,85.4,80.3,45.2
13,France,Pierre and Marie  Curie University - Paris 6,269.1,99.2,52.6,85.9,100,0
14,UnitedKingdom,The University of Edinburgh,268.4,58.9,56.2,91.6,61.1,73.9
15,UnitedStates,Cornell University,254.5,55,55.7,75.7,49,79.8
16,UnitedStates,University of Illinois at Urbana-Champaign,248.3,62.1,57.1,74.1,62,52.2
17,Japan,Nagoya University,239.8,63.5,43.7,68.8,45,73.9
18,UnitedKingdom,University of Cambridge,232.7,87.8,54.3,85.5,73.5,0
19,UnitedKingdom,University of Oxford,232.3,77.3,59.1,87.7,78.5,0
20,Belgium,Universit? libre de Bruxelles (ULB),230.8,41.8,56.7,89.6,40.5,73.9
21,UnitedStates,Columbia University,229.8,55.8,60.4,81.3,54.6,42.6
22,UnitedStates,"University of California, Irvine",226.5,51.7,57.1,83.2,48.7,52.2
23,Germany,University of Munich,224.5,59.4,57.5,85.7,58.5,32
24,Japan,Kyoto University,224.2,77.7,44,66.3,57.2,32
25,UnitedStates,Johns Hopkins University,221.8,61.4,53.6,80.6,53.7,36.9
26,UnitedStates,"University of Maryland, College Park",219,72.6,54.7,77,76.3,0
27,France,University Paris Diderot - Paris 7,217.7,73.5,57.3,90,69,0
28,France,Universit? Grenoble Alpes,216.9,76.7,49.9,84.5,73.4,0
29,Italy,Sapienza University of Rome,215.7,67.3,57.5,86.8,73.6,0
29,UnitedStates,University of Pennsylvania,215.7,46.7,57.6,77.7,50.6,45.2
31,UnitedKingdom,"The Imperial College of Science, Technology and Medicine",212.2,71,55.8,86.2,68.2,0
32,France,Ecole Normale Superieure - Paris,211.7,39,49.9,82.4,46,60.3
33,UnitedStates,University of Washington,211.4,57.2,58,78.1,54.4,26.1
34,Australia,The Australian National University,209.9,54.7,50,85.9,35.8,52.2
35,Switzerland,Swiss Federal Institute of Technology Zurich,206.6,68.1,54.7,86.2,66.5,0
36,Sweden,Uppsala University,205.1,53.8,49.3,91.1,46.9,36.9
37,China,University of Science and Technology of China,202.2,80.2,44.9,62.6,64.6,0
38,Switzerland,University of Geneva,201.7,58.3,60.9,93.5,63.8,0
39,UnitedStates,The Ohio State University - Columbus,201.1,60.9,60.1,82.7,63.6,0
40,UnitedStates,University of Michigan-Ann Arbor,201,72.6,51.8,76.7,61.3,0
41,UnitedKingdom,University College London,200.5,68.5,54.6,87.7,59.9,0
42,UnitedStates,University of Wisconsin - Madison,200.2,62.2,56.5,78.8,65.8,0
43,Russia,Moscow State University,199.2,81.4,42.3,74.8,60.6,0
44,UnitedStates,"University of California, Los Angeles",198.6,65.5,54.5,79.6,62.8,0
45,China,Tsinghua University,197.8,83.5,44.4,58.3,58.3,0
46,Switzerland,Swiss Federal Institute of Technology Lausanne,197.3,61.9,57.4,86.1,60.8,0
47,UnitedStates,Yale University,197,54.6,61.9,84.9,63.6,0
48,China,Peking University,196.8,81.2,46,66,56.4,0
49,Italy,University of Padua,195.7,61.6,58.8,90.5,57.2,0
50,Canada,University of British Columbia,192.1,55.3,61,87.6,58.2,0
51-75,France,Aix Marseille University,null,64.9,50.6,85.6,53.6,0
51-75,Spain,Autonomous University of Madrid,null,53.7,56.5,89.6,53.4,0
51-75,UnitedStates,Boston University,null,50.2,60.1,84.4,54.7,0
51-75,France,Ecole Polytechnique,null,53.1,53.5,85.8,54.9,0
51-75,France,ESPCI ParisTech,null,30,51.6,69.9,37.3,52.2
51-75,Germany,Heidelberg University,null,60.1,55.9,89.1,55,0
51-75,Germany,Karlsruhe Institute of Technology (KIT),null,60.4,50.6,83,62.4,0
51-75,UnitedStates,Michigan State University,null,50.8,53.9,83.8,62.2,0
51-75,UnitedStates,Northwestern University,null,54.1,56.5,74,53.1,0
51-75,Japan,Osaka University,null,73.3,40.5,63.3,52.3,0
51-75,UnitedStates,Purdue University - West Lafayette,null,57.7,54.3,73.4,56.2,0
51-75,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,46.8,56.6,83.5,61.7,0
51-75,UnitedStates,Texas A&M University,null,54.7,53.1,83.3,55.9,0
51-75,UnitedStates,The University of Texas at Austin,null,64.9,55.7,74.7,50.7,0
51-75,Japan,Tohoku University,null,76.3,38.4,62.8,51.2,0
51-75,Italy,University of Bologna,null,56.3,56.7,89.9,58.6,0
51-75,Germany,University of Bonn,null,48.2,55.4,89.4,41.4,26.1
51-75,UnitedStates,"University of California, Davis",null,49.2,61,81.1,53.7,0
51-75,UnitedStates,"University of California, San Diego",null,58.7,53.2,74.9,52.3,0
51-75,Denmark,University of Copenhagen,null,52,62.7,93.5,46.8,0
51-75,Germany,University of Hamburg,null,53.2,56.6,87.7,57.5,0
51-75,Germany,University of Mainz,null,49.5,54,89.6,58.6,0
51-75,Italy,University of Pisa,null,49.2,59.9,90.1,58.5,0
51-75,UnitedStates,University of Rochester,null,47.3,57.5,79.8,61.2,0
51-75,Canada,University of Toronto,null,59.5,62.1,85.7,50.4,0
51-75,Netherlands,Utrecht University,null,34.7,49.7,81.7,30.5,52.2
76-100,Czech,Charles University in Prague,null,51.9,53.2,90.6,53.4,0
76-100,France,Claude Bernard University Lyon 1,null,49.5,54.3,85.2,49.9,0
76-100,UnitedStates,Florida State University,null,43.8,60.5,82.4,50.1,0
76-100,France,Institut National Polytechnique de Grenoble,null,51.6,56.1,84.1,48.1,0
76-100,Canada,McGill University,null,50.2,58.7,85.8,46.8,0
76-100,Canada,McMaster University,null,37.3,41.2,81.2,24.7,52.2
76-100,Greece,National and Kapodistrian University of Athens,null,42.4,60.7,92,51.8,0
76-100,Singapore,National University of Singapore,null,65,47.6,77.5,47.4,0
76-100,Canada,Queen's University,null,22.5,47.3,78.3,13.7,73.9
76-100,UnitedStates,Rice University,null,43.9,63,80.6,49.5,0
76-100,SouthKorea,Seoul National University,null,64.3,44.7,67.1,53.6,0
76-100,UnitedStates,Stony Brook University,null,47.1,56.5,80.6,51.5,0
76-100,Germany,Technical University Munich,null,54.8,49.6,81.9,48.9,0
76-100,UnitedKingdom,The University of Glasgow,null,46.9,54,90.5,55.1,0
76-100,UnitedStates,University of Arizona,null,62.6,52.1,81.6,44.9,0
76-100,UnitedKingdom,University of Birmingham,null,42.9,60.9,92.8,48.9,0
76-100,UnitedKingdom,University of Bristol,null,48.2,54.9,87.4,51.1,0
76-100,UnitedStates,University of Florida,null,50.8,54.2,79.4,48.7,0
76-100,UnitedKingdom,University of Liverpool,null,44.8,54.6,92.5,56.1,0
76-100,UnitedStates,"University of Minnesota, Twin Cities",null,52.7,56.2,76.9,50.7,0
76-100,Italy,University of Roma - Tor Vergata,null,48.1,59.8,88.2,46.8,0
76-100,UnitedStates,University of Tennessee - Knoxville,null,47.1,56.7,82.5,53.3,0
76-100,Italy,University of Trieste,null,40.4,68.3,92.6,45,0
76-100,Israel,Weizmann Institute of Science,null,46,57.5,87.8,55.5,0
101-150,Spain,Autonomous University of Barcelona,null,48.3,50.3,88,48.2,0
101-150,UnitedStates,Carnegie Mellon University,null,42.2,58.2,80.7,50.2,0
101-150,UnitedStates,Duke University,null,45.3,55.9,78,52.5,0
101-150,UnitedStates,Indiana University Bloomington,null,40.1,57.8,85.9,50.1,0
101-150,UnitedStates,Iowa State University,null,48.9,52.4,80.2,51.7,0
101-150,Sweden,KTH Royal Institute of Technology,null,57.3,47.4,88.8,41.1,0
101-150,Sweden,Lund University,null,48,54.5,89.6,43.3,0
101-150,China,Nanjing University,null,70.3,43,59.3,42,0
101-150,China-Taiwan,National Taiwan University,null,62.8,44.7,65.5,39.7,0
101-150,UnitedStates,Pennsylvania State University - University Park,null,62.4,49.7,77.1,40.1,0
101-150,Netherlands,Radboud University Nijmegen,null,43.8,62.1,94.1,42.6,0
101-150,Germany,RWTH Aachen University,null,48.2,54.9,80.3,48.2,0
101-150,Italy,Scuola Normale Superiore - Pisa,null,40.7,58,91.7,52.4,0
101-150,Sweden,Stockholm University,null,46.7,56.1,93.9,42.8,0
101-150,SouthKorea,Sungkyunkwan University,null,56.5,49.3,67.5,50.1,0
101-150,Germany,Technical University of Dortmund,null,38.1,57.3,90.1,46.8,0
101-150,Israel,Tel Aviv University,null,51.6,51.5,84.7,47.4,0
101-150,China-HongKong,The Chinese University of Hong Kong,null,33,49.1,67.1,25.4,45.2
101-150,Japan,Tokyo Institute of Technology,null,62.5,43.3,67.5,48.7,0
101-150,Germany,TU Dresden,null,52.2,49,80.8,46.9,0
101-150,Netherlands,University of Amsterdam,null,45.6,56.2,92.9,40.7,0
101-150,UnitedStates,"University of California, Riverside",null,41.5,60.9,84.2,47.3,0
101-150,UnitedStates,"University of California, Santa Cruz",null,49.8,63.4,86.9,33.3,0
101-150,Spain,University of Cantabria,null,29.5,74.9,92.7,39,0
101-150,Germany,University of Freiburg,null,45.7,56.1,87.5,44.5,0
101-150,Italy,University of Genoa,null,41,58.2,90.9,48.2,0
101-150,Germany,University of Goettingen,null,44.3,52.1,85,47.7,0
101-150,Finland,University of Helsinki,null,44.8,60.9,89.7,45.7,0
101-150,Austria,University of Innsbruck,null,37.3,62.6,92.9,48.5,0
101-150,UnitedStates,University of Iowa,null,39.8,60.9,89.3,43.5,0
101-150,Portugal,University of Lisbon,null,55.4,46.8,87,41,0
101-150,UnitedStates,University of Massachusetts Amherst,null,44.2,59.7,86.5,43.6,0
101-150,Italy,University of Milan,null,43.9,59.6,88.4,44.6,0
101-150,Italy,University of Naples Federico II,null,47.8,57.6,90.1,45.6,0
101-150,UnitedStates,University of Notre Dame,null,44.4,56.5,83.8,45.6,0
101-150,Norway,University of Oslo,null,43.1,62,92.5,37.8,0
101-150,Italy,University of Pavia,null,39.6,61.8,90.9,44.3,0
101-150,UnitedStates,"University of Pittsburgh, Pittsburgh Campus",null,42.3,59.3,82,48.5,0
101-150,Brazil,University of Sao Paulo,null,60.6,45,79.4,44,0
101-150,France,University of Savoy,null,41.5,58.2,93,47.4,0
